1956-07-03_166977307_1_page0.txt,politics,"3 mentions of campaigns, candidates, and endorsements",,
1956-08-07_166977911_1_page0.txt,politics,"4 mentions of polling, elections, and candidates",,
1956-11-10_166980142_1_page0.txt,politics,"5 mentions of elections, campaigns, and voters",,
1956-06-13_166981229_1_page0.txt,other,,,
1956-12-27_166981449_1_page0.txt,other,,,
1956-09-29_166981483_1_page0.txt,politics,"3 mentions of campaigns, candidates, and elections",,
1956-10-12_166981548_1_page0.txt,other,,,
new_filename,category,explanation,,
1956-07-17_166984053_1_page0.txt,other,,,
1956-07-02_166987194_1_page0.txt,politics,"3 mentions of campaigns, candidates, and voting",,
1956-08-11_166987545_1_page0.txt,politics,"3 mentions of voting, elections, and campaigns",,
1956-09-04_166989848_1_page0.txt,other,,,
1956-12-14_166991089_1_page0.txt,politics,"4 mentions of campaigns, candidates, and elections",,
1956-08-31_166992300_1_page0.txt,politics,"4 mentions of campaigns, candidates, and voting",,
1956-08-28_166992768_1_page0.txt,politics,"4 mentions of convention, candidates, and voting",,
1956-09-05_166996171_1_page0.txt,politics,"7 mentions of candidates, voting, and election",,
1956-09-24_166996599_1_page0.txt,politics,"6 mentions of registration, voting, and election",,
1956-10-06_166998763_1_page0.txt,politics,"6 mentions of campaigns, registration, and election",,
new_filename,category,explanation,,
1956-08-09_167000759_1_page0.txt,politics,"5 mentions of candidates, nomination, and primaries",,
1956-09-26_167002293_1_page0.txt,politics,"5 mentions of ticket, primaries, and candidates",,
1956-10-02_167003681_1_page0.txt,politics,"5 mentions of campaigns, candidates, and election",,
1956-12-07_167005914_1_page0.txt,politics,"5 mentions of campaign, candidates, and election",,
1956-11-09_167008316_1_page0.txt,other,,,
1956-10-31_167008470_1_page0.txt,politics,"5 mentions of candidates, election, and campaigns",,
1956-09-18_167011196_1_page0.txt,politics,"4 mentions of campaign, candidates, and voters",,
1956-12-26_167013872_1_page0.txt,other,,,
1956-09-15_167014181_1_page0.txt,politics,"5 mentions of election, campaigns, and ticket",,
1956-10-04_167015295_1_page0.txt,politics,"5 mentions of election, registration, and candidates",,
new_filename,category,explanation,,
1956-08-09_167000759_1_page0.txt,politics,"5 mentions of candidates, nomination, and primaries",,
1956-09-26_167002293_1_page0.txt,politics,"5 mentions of ticket, primaries, and candidates",,
1956-10-02_167003681_1_page0.txt,politics,"5 mentions of campaigns, candidates, and election",,
1956-12-07_167005914_1_page0.txt,politics,"5 mentions of campaign, candidates, and election",,
1956-11-09_167008316_1_page0.txt,other,,,
1956-10-31_167008470_1_page0.txt,politics,"5 mentions of candidates, election, and campaigns",,
1956-09-18_167011196_1_page0.txt,politics,"4 mentions of campaign, candidates, and voters",,
1956-12-26_167013872_1_page0.txt,other,,,
1956-09-15_167014181_1_page0.txt,politics,"5 mentions of election, campaigns, and ticket",,
1956-10-04_167015295_1_page0.txt,politics,"5 mentions of election, registration, and candidates",,
1956-10-27_167015426_1_page0.txt,politics,"3 mentions of voting, candidate, and ticket",,
1956-11-29_167015571_1_page0.txt,politics,"4 mentions of candidates, campaign, and election",,
1956-10-08_167016859_1_page0.txt,politics,"3 mentions of candidate, program, and votes",,
1956-09-07_167016888_1_page0.txt,politics,"3 mentions of candidate, campaign, and program",,
1956-09-21_167021069_1_page0.txt,politics,"6 mentions of election, candidate, and votes",,
1956-10-23_167022818_1_page0.txt,politics,"3 mentions of candidate, votes, and President",,
1956-10-09_167023665_1_page0.txt,politics,"5 mentions of candidate, election, and votes",,
1956-08-22_167024006_1_page0.txt,politics,"6 mentions of convention, campaigns, and candidates",,
1956-11-23_167025776_1_page0.txt,politics,"4 mentions of campaign, election, and candidates",,
1956-08-21_167026995_1_page0.txt,politics,"6 mentions of nominations, ticket, and candidates",,
new_filename,category,explanation,,
1956-10-16_167027617_1_page0.txt,politics,"5 mentions of campaigns, candidates, and voting",,
1956-08-20_167030467_1_page0.txt,politics,"3 mentions of campaigns, candidates, and election",,
1956-09-11_167036433_1_page0.txt,politics,"3 mentions of election, candidate, and program",,
1956-10-20_167038525_1_page0.txt,politics,"4 mentions of campaign, candidates, and voting",,
1956-10-18_167040314_1_page0.txt,politics,"4 mentions of campaign, candidates, and ticket",,
1956-12-20_167045451_1_page0.txt,politics,"8 mentions of voting, registration, and election",,
1956-10-13_167046648_1_page0.txt,politics,"6 mentions of voting, polls, and election",,
1956-11-30_167046802_1_page0.txt,other,,,
1956-12-18_167049731_1_page0.txt,politics,"3 mentions of campaign, voters, and candidates",,
1956-11-13_167052081_1_page0.txt,politics,"5 mentions of election, voters, and candidate",,
new_filename,category,explanation,,
1956-11-27_167054824_1_page0.txt,politics,"3 mentions of voting, election, and candidates",,
1956-11-02_167062796_1_page0.txt,politics,"3 mentions of candidates, election, and voters",,
1956-11-22_167062881_1_page0.txt,politics,"6 mentions of election, campaigns, and candidates",,
1956-11-06_167070736_1_page0.txt,politics,"3 mentions of campaigns, candidates, and elections",,
1956-11-20_167074206_1_page0.txt,politics,"4 mentions of candidates, voting, and elections",,
1956-11-17_167080687_1_page0.txt,politics,"5 mentions of candidates, election, and predictions",,
1956-12-22_167097904_1_page0.txt,politics,"4 mentions of candidates, campaigns, and voters",,
1956-12-12_167107864_1_page0.txt,politics,"4 mentions of voting, registration, and election",,
