new_filename,date_new,title.y,year.y,max_qda_imported,pubdate,abstract,index
1966-10-31batch1_34_page0.txt.txt,1966-10-31,ROCKEFELLER: NEW YORK HAS GROWN UP,1966,NA,"Oct 31, 1966","Recently a dear old conservative friend seemed amazed when I told him that I had decided to support Governor Rockefeller for reelection. This, he said, was apostasy in a friend of Gold water and Nixon. I replied that he is applying in a very effective way a foremost principle of conservatism.",batch1_34.pdf
1966-08-15batch1_41_page0.txt.txt,1966-08-15,THE USES OF POWER: TO HELP OTHERS,1966,NA,"Aug 15, 1966","One of Shakespeare's well-known aphorisms, which raises more questions than it answers, says that while it is ""excellent to have a giant's strength,"" it is ""tyrannous to use it like a giant.""",batch1_41.pdf
1966-07-18batch1_45_page0.txt.txt,1966-07-18,MAHAN'S LONG SHADOW: STRUGGLE FOR SEA POWER,1966,NA,"Jul 18, 1966","Critics of President Johnson are now attacking the multiplicity of his reasons for pursuing and stepping up the war in Vietnam. It must be admitted that there is some confusion, perhaps contradiction, among his stated war aims. But there is a single valid reason why we must not permit the Communists to dominate the peninsula on which South Vietnam is the key to control.",batch1_45.pdf
1966-04-11batch1_59_page0.txt.txt,1966-04-11,MENDICANT CITIES: POPULATION UPHEAVAL,1966,NA,"Apr 11, 1966","I have listened to or read a good deal of discussion about the ""blight,"" or ""plight"" or ""decay"" of American cities. But I have found no agreement among the mayors, city planners, architects and other experts about the central questions: What kind of cities do we want? How are we going to provide for such cities?",batch1_59.pdf
1966-03-21batch1_62_page0.txt.txt,1966-03-21,LBJ AND AUTO SAFETY: FEDERAL INTERVENTION,1966,NA,"Mar 21, 1966","It is significant that President Johnson, in proposing to Congress the adoption of his ""Traffic Safety Act of 1966,"" does not agree with Sen. Robert F. Kennedy's caustic arraignment of the automobile industry. Nor does he go as far as Senator Ribicoff in charging that the industry has been dragging its feet in building into its cars more provisions for the safety of the occupants.",batch1_62.pdf
1966-02-28batch1_65_page0.txt.txt,1966-02-28,GUNS AND BUTTER PLUS: THE DICKEY-LINCOLN SCHEME,1966,NA,"Feb 28, 1966",Inflation is no longer a threat. It is a fact. The most practical way to lessen its impact is to cut Federal spending. But our President says we must have guns and butter too.,batch1_65.pdf
1966-01-24batch1_69_page0.txt.txt,1966-01-24,AUTOMOTIVE SAFETY-1: INEXORABLE INCREASE,1966,NA,"Jan 24, 1966","While I have never known of any lives that have been saved by statistics, I offer a few figures as an introduction to a serial consideration of automotive safety. These will serve for the record and to remind my readers that safety on the roads, streets and highways is more important than any other national problem that the President will discuss this month except the war in Asia.",batch1_69.pdf
1965-12-27batch1_73_page0.txt.txt,1965-12-27,FREEDOM OF THE SEAS: PACIFIC BLOCKADE,1965,NA,"Dec 27, 1965","The title of this piece is one of those nice expressions which idealistic Americans, notably Woodrow Wilson in World War I, used to refute the claims of those who were interfering with what we called our rights. But for generations, especially since the Battle of Trafalgar, such freedom existed because Britain dominated the sea lanes of the world, keeping them free to commerce in peace but restricting them in war.",batch1_73.pdf
1965-10-25na.txt,1965-10-25,INEFFICIENT COLLEGES: WASTE OF TALENT,1965,NA,"Oct 25, 1965","Higher education is not overlooked in the Johnson-sponsored aid-toeducation legislation, but its benefits will fall far short unless the colleges and universities do a great deal to provide more education at less cost per student.",na
1965-09-27batch2_3_page0.txt.txt,1965-09-27,PROFITS FROM SUBSIDIES: BILLION-DOLLAR POOL,1965,NA,"Sep 27, 1965","When the recipients of government handouts get rich enough to start a lending bank it is time to revise not only policies but the meaning of words. Yet an amazing proposal for such a bank has been made by the National Rural Electric Cooperative Association on the advice of a venerable Wall Street investment firm, Kuhn, Loeb and Co.",batch2_3.pdf
1965-05-24batch2_21_page0.txt.txt,1965-05-24,TWO GREAT FLORENTINES—I: 'DE MONARCHIA',1965,NA,"May 24, 1965","Florence—The 700th anniversary of the birth of Dante Alighieri will be suitably recognized this year in Rome and in his native Florence. He was born, he tells us—and never was there a more self-revealing poet-under the sign of Gemini, the month following May 21, in 1265.",batch2_21.pdf
1965-04-12batch2_27_page0.txt.txt,1965-04-12,NIXON ON VIETNAM: RISK INEVITABLE,1965,NA,"Apr 12, 1965","In an off-the-record speech before a private group in New York, Richard Nixon analyzed the American position in Vietnam with such precision and force that many who heard him persuaded him to commit it to writing.",batch2_27.pdf
1965-01-18batch2_39_page0.txt.txt,1965-01-18,"COOL OFF, REPUBLICANS!: OUTCRIES OF FRUSTRATION",1965,NA,"Jan 18, 1965","What Republicans generally, and especially those who are members of the National Committee, should seek in the next few months is a moderation of the hysteria which followed the great November defeat. This is not to be attained by merely putting Dean Burch on the bloody sacrificial altar.",batch2_39.pdf
1964-12-28batch2_42_page0.txt.txt,1964-12-28,FOLLOWING THE RETURNS: CUTTING CORNERS,1964,NA,"Dec 28, 1964","Dissent from a popular decision always involves painful soul-searching by a judge, a legislator, or a journalist. And when the decision may claim moral justification, opposition is doubly hard. That is why this piece is written with the greatest of reluctance.",batch2_42.pdf
1964-10-26batch2_51_page0.txt.txt,1964-10-26,NIXON'S ROLE IN 1964: RECORD OF LOYALTY,1964,NA,"Oct 26, 1964","If the acclaim now given by conservative people to Richard Nixon for his campaign over the nation in support of the Goldwater-Miller ticket had been accorded him by those same people in 1960, he would now be running for re-election as President, and John F. Kennedy and Lyndon B. Johnson would be senators from their respective states.",batch2_51.pdf
1964-09-28batch2_55_page0.txt.txt,1964-09-28,LBJ'S GREAT SOCIETY: COLLECTIVE MUDDLING,1964,NA,"Sep 28, 1964","It has become a tradition for a Presidential candidate to have a general characterization for his miscellaneous collection of panaceas. This is to provide a seeming coherence for irreconcilable items of policy. TR had two such characterizations, the New Nationalism and the Square Deal.",batch2_55.pdf
1964-08-24batch2_60_page0.txt.txt,1964-08-24,GOLDWATER'S STAFF-1: A PERSONAL ORGANIZATION,1964,NA,"Aug 24, 1964",Many factors play a part in winning or losing an election. Some of these are unexpected events which cannot be anticipated or planned. But the major element in political success is organization.,batch2_60.pdf
1964-07-20batch2_65_page0.txt.txt,1964-07-20,WAR ON BUSINESS: SWEEPING DECISION,1964,NA,"Jul 20, 1964","While the public is fascinated by LBJ's war on poverty, several of the agencies over which the great almoner presides are pursuing their war on business with unabated vigor. A good example is a case which originated with the Darlington Manufacturing Co., a small textile operation which had its origin in South Carolina in 1883.",batch2_65.pdf
1964-06-22batch2_69_page0.txt.txt,1964-06-22,AFTER THE PRIMARIES: WHAT MAINSTREAM?,1964,NA,"Jun 22, 1964","The hysterical outcries of many politicians and pundits during the first days after the California primary were genuinely amusing. Perhaps the distemper which afflicted these people was due to their loss of faith in their own infallibility and influence. For after they had hammered Gold-water for more than two years with verbal artillery, a sufficient number of Republicans, by their primary votes and in their selection of delegates, seem to have made the nomination of the Arizona senator inevitable.",batch2_69.pdf
1964-04-20batch2_78_page0.txt.txt,1964-04-20,The Essential South: THE EISENHOWER DECLINE,1964,NA,"Apr 20, 1964","OKLAHOMA City—The emergence of a young and growing Republican Party in the hitherto Democratic South may well be the salvation of the Republican cause over the nation. Indeed, it may be essential to the preservation of a national twoparty system. This is why I have attempted to study this remarkable political change during a five weeks' trip through the South this spring and also in 1963.",batch2_78.pdf
1964-04-13batch2_79_page0.txt.txt,1964-04-13,Goldwater's Managers: THE PRECEDENTS,1964,NA,"Apr 13, 1964","PHOENIX—During the final weeks of the wretched New Hampshire primary campaign and since, a great deal of criticism of Senator Goldwater's management and managers has been published. Politics is like baseball. If the team is leading on Sept. 1, the manager is hailed as a genius.",batch2_79.pdf
1964-03-16batch2_83_page0.txt.txt,1964-03-16,RFK's Power Play: STRATEGIC PATRONAGE,1964,NA,"Mar 16, 1964","THE robust ambition of Robert F. Kennedy to be the Democratic Vice Presidential nominee, the political assets which are claimed for him, and President Johnson's distaste for his Attorney General are political considerations of the utmost importance in these early months of 1964.",batch2_83.pdf
1964-02-24batch2_86_page0.txt.txt,1964-02-24,Frank Killory's Failure: THE BOOM,1964,NA,"Feb 24, 1964","WHEN a political writer as talented as Henry J. Taylor writes a political novel it is news. Moreover, the characters he draws in ""The Big Man""* and the life he portrays are so close to us that interest quickens. An evaluation of his novel as such is beyond my capacity and my departmental responsibility.",batch2_86.pdf
1964-01-13batch2_92_page0.txt.txt,1964-01-13,Goldwater's Decision: POPULAR DEMAND,1964,NA,"Jan 13, 1964","IF BARRY GOLDWATER had the Presidency in mind twelve years ago when he left behind the pleasant life of a successful businessman and entered the arena of politics, the evidence fails to support it. There have been many perennial seekers of the Presidency in our history, and certain rituals have developed which border on superstition.",batch2_92.pdf
1963-12-16batch2_96_page0.txt.txt,1963-12-16,After the Party Truce: CONTENDING POLICIES,1963,NA,"Dec 16, 1963","WHEN these brief December days have passed into history, the business of the American people will be to prepare for a momentous choice of national policies, of party government, and of the individual who will occupy the White House after 1964. Past patterns of public behavior after the death of a President in office have so far been followed.",batch2_96.pdf
1963-11-11batch2_101_page0.txt.txt,1963-11-11,Running for President: THE EARLY DAYS,1963,NA,"Nov 11, 1963","""ANYONE who wants to run against John F. Kennedy,"" Richard M. Nixon said in Paris, ""would have to have a hole in his head if he didn't start now to build up a staff, especially a research staff."" That fact about any candidate for a Presidential nomination, unless he is already in the White House anticipating a second term, seems to be overlooked by those people who are speculating about a draft for Nixon or the nomination of someone other than Goldwater or Rockefeller.",batch2_101.pdf
1963-10-28batch2_103_page0.txt.txt,1963-10-28,After 30 Years: PUBLISHING INTEGRITY,1963,NA,"Oct 28, 1963","IN THIS issue, under date of Oct. 28, 1963, my subject concerns a matter of personal privilege. Under the date of Oct. 28, 1933, there appeared the first issue of the magazine Today. Its publisher and principal backer was Vincent Astor. I was editor and in that capacity I contributed a signed article which thereafter appeared each week.",batch2_103.pdf
1963-09-16batch2_109_page0.txt.txt,1963-09-16,Lasky's Estimate of JFK: SCHLESINGER-INSPIRED,1963,NA,"Sep 16, 1963",FEW Presidents in their first term have been the subject of such a considerable literature as John F. Kennedy. This is explained in part by the eager cooperation provided for writers by the Kennedy brothers.,batch2_109.pdf
1963-08-12batch2_114_page0.txt.txt,1963-08-12,The Young Republicans: THE GROUPS,1963,NA,"Aug 12, 1963",IN SEVERAL articles I have pointed out that the future of the Republican Party and of truly conservative principles lies with the younger generation. In the House of Representatives three or four dozen members whose ages range from 30 to 55 have shown a marked capacity to work together.,batch2_114.pdf
1963-07-29batch2_116_page0.txt.txt,1963-07-29,Goldwater on Extremists: THE SENATOR AGREES,1963,NA,"Jul 29, 1963","GOVERNOR Rockefeller's attack upon extremists was immediately interpreted in some sections of the press as a pointed criticism of Senator Goldwater. The governor later, in response to press questioning, said that ""while I have great respect for Barry's patriotism, his dedication to political life ...",batch2_116.pdf
1963-07-15batch2_118_page0.txt.txt,1963-07-15,How the Parties Differ—I: A NEW STUDY,1963,NA,"Jul 15, 1963","""Is THERE a real difference between the two political parties?"" Countless Americans are troubled by this question, and many would answer: ""No."" This troubles parties and candidates, since it is their task to show that there is a difference and that their side is the one to support.",batch2_118.pdf
1963-05-27batch2_125_page0.txt.txt,1963-05-27,Southern Republicanism: AGING DEMOCRATS,1963,NA,"May 27, 1963","THE purpose of my visits in April in Texas, northern Louisiana, Mississippi, Alabama, and South Carolina was not to cover the twice-told story of racial strife. It was to study at first hand a quite different protest. I found that countless thousands of young men and women in the colleges and universities and their predecessors graduated since the war are fed up with the one-party, nominally Democratic regime which has dominated public life in Southern states ever since the Reconstruction.",batch2_125.pdf
1963-04-15batch2_131_page0.txt.txt,1963-04-15,Report on Wasteland—I: UNIQUE STATUS,1963,NA,"Apr 15, 1963","HEREWITH begins a report on a report which incorporates many reports. Some who find my recital boring may seek more heady stuff. But I warn you that in my tale of government wastefulness you are the patsies. The money which the bureaucrats are tossing away is your money earned by the sweat of your brow, the aches in your joints, and the worries that haunt your days and nights.",batch2_131.pdf
1963-03-25batch2_134_page0.txt.txt,1963-03-25,The Image of Richard III: SYMBOL OF EVIL,1963,NA,"Mar 25, 1963",THE long-subdued literary interests of Washington correspondents now find release in current copy. For the New Frontier has added patronage of the arts to the bulging wallet of Federal concerns.,batch2_134.pdf
1963-02-11batch2_140_page0.txt.txt,1963-02-11,Two Indispensable Men: MILLER AS SPOKESMAN,1963,NA,"Feb 11, 1963","THE Republican National Committee, like its counterpart on the Democratic side, has limited authority but great importance. That is now underlined because there is no Republican President and also because a Presidential campaign is coming for which preparations must be made.",batch2_140.pdf
1963-01-21batch2_143_page0.txt.txt,1963-01-21,The U.S. vs. The U.S—I: ESTABLISHED PRINCIPLE,1963,NA,"Jan 21, 1963","IN THIS time of transition, or of greatness, or of whatever oratorical flourish may have it, the Administration in Washington stresses motion, not reflection. We are blinded by incandescent illusions. But this government often blinds itself. In its haste to raze the ruins of the past, basic structures of principle are weakened or destroyed.",batch2_143.pdf
1962-12-31batch2_146_page0.txt.txt,1962-12-31,News: Power and Policy: IN WALPOLE'S DAY,1962,NA,"Dec 31, 1962","SOME news writers become news makers. Immense press space has been given to the ""eyeball-to-eye-ball"" article in The Saturday Evening Post by Stewart Alsop and Charles Bartlett, to whom the President referred in his news conference of Dec. 12 as ""old friends."" Less attention was given to an equally sensational article by Alsop in the preceding issue of that magazine, an article which disclosed the war strategy created by Defense Secretary McNamara, as well as an article in Look by Fletcher Knebel which could hardly have been written in so short a time without official help.",batch2_146.pdf
1962-11-12batch2_153_page0.txt.txt,1962-11-12,Law in This Crisis: HOMAGE TO VIRTUE,1962,NA,"Nov 12, 1962","IT IS well to bear in mind these days the fragile nature of what is called international law. Even the word ""international"" has been in use less than a century and a half. Moreover, the word ""law"" applied to the relations of nations is not analogous to its meaning within a nation.",batch2_153.pdf
1962-10-15batch2_157_page0.txt.txt,1962-10-15,Nixon Versus Brown: THE TABOO,1962,NA,"Oct 15, 1962",Los ANGELES—That the authority and responsibility of the states have been so largely submerged by the Federal government is a fact regretted by all believers in our constitutional system. But it is a fact which confronts every candidate for a governorship.,batch2_157.pdf
1962-09-10batch2_162_page0.txt.txt,1962-09-10,The GOP's Young Men: DOING THEIR HOMEWORK,1962,NA,"Sep 10, 1962","I WONDER if you have noticed that there are fewer and fewer references these days to the GOP ""Old Guard""? This is because it is now difficult to make people believe that the Republican Party is a worm-eaten antique when so many of its active and most influential leaders have not reached threescore.",batch2_162.pdf
1962-08-13batch2_166_page0.txt.txt,1962-08-13,You Win in the Precincts: LABOR'S 'HOW TO WIN',1962,NA,"Aug 13, 1962","IN MY years as a college teacher of what is called ""political science"" I attempted to get away from theory and history and help students learn some of the realities of everyday politics. I decided to have practical and successful politicians talk to my classes.",batch2_166.pdf
1962-07-30batch2_168_page0.txt.txt,1962-07-30,Party Unity and Strength: AUXILIARY GROUPS,1962,NA,"Jul 30, 1962",Two weeks ago I commented on the new National Republican Citizens Committee and said that Senator Goldwater's objections were based upon reconcilable points of difference. I then received a friendly letter from the senator restating his disagreement.,batch2_168.pdf
1962-03-19batch2_186_page0.txt.txt,1962-03-19,Tyranny of Minorities: NEW SPECIAL INTERESTS,1962,NA,"Mar 19, 1962","PERHAPS the most treasured and distinctive of American ideals is that of a classless society. The vision of every American is that he is a citizen of a nation in which, by the grace of God, he may by his efforts move his status from low to high place. He knows too that if his efforts fail or he manages badly or if he chooses ease or dissipation rather than effort, he will move downward.",batch2_186.pdf
1962-02-12batch2_191_page0.txt.txt,1962-02-12,Big-City Politics: WHAT HAPPENED,1962,NA,"Feb 12, 1962",ISOLATED political battles hinge upon an assortment of factors. But the outcome of a protracted conflict between parties depends upon what they do to resolve a relatively few factors. One of these is organization. Since 1960 a preoccupation of many Republicans with odds and ends of ideology has led some to a belief that future success will depend upon winning over Democratic voters by a sincere leap to the left.,batch2_191.pdf
1962-01-22batch2_194_page0.txt.txt,1962-01-22,Splinter-Party Folly: TWO-PARTY PRINCIPLE,1962,NA,"Jan 22, 1962","A NUMBER of conservative Republicans in New York have received a manifesto and appeal for support by a few ardently conservative men and women. This document calls for the creation of a Conservative Party in New York State. The stated purpose is to ""bring down [I assume this means to defeat] the liberal Republican apparat"" which would ""transform the Republican Party into a carbon copy of the worst elements of its Democratic antagonist.""",batch2_194.pdf
1961-12-25batch2_198_page0.txt.txt,1961-12-25,Destiny of a Continent: 'WELL-TRODDEN PATH',1961,NA,"Dec 25, 1961",AN AMERICAN needs to shed none of his patriotism if he views with a great deal of sympathy the British Government's doubts about our support of the United Nations' military action in Katanga. For the explanations of our officials are ambiguous and coated with semantic frosting.,batch2_198.pdf
1961-11-06batch2_205_page0.txt.txt,1961-11-06,Comedy ON a Dark Stage: MACHINE PRODUCT,1961,NA,"Nov 6, 1961",ON NOV. 7 the voters of New York City are going to pass upon one of the most preposterous claims ever made before an American electorate. They must accept or reject the proposition that Mayor Robert Ferdinand Wagner Jr. alone is the Hercules capable of cleansing a stable of which he has been the custodian for nearly eight years.,batch2_205.pdf
1961-10-02batch2_210_page0.txt.txt,1961-10-02,"In 1965, $137 Billion: INEVITABLE INFLATION",1961,NA,"Oct 2, 1961","WHEN Harry Flood Byrd makes one of his infrequent statements in the Senate, he is heard with attention and respect. Logic and meticulously organized facts reach far beyond—to the House and the homes of the nation. For here is a senator in the luminous tradition of the past.",batch2_210.pdf
1961-09-04batch2_214_page0.txt.txt,1961-09-04,Drug Prices and Profits: MANY MARKUPS,1961,NA,"Sep 4, 1961","No DOUBT an industry such as the one which manufactures prescription drugs, which has grown so rapidly since the beginning of the second world war, needs a moment to take stock of itself. Such an appraisal can be furthered by an official investigation aimed at helping the public interest.",batch2_214.pdf
1961-08-21batch2_216_page0.txt.txt,1961-08-21,Our Not Too Alert Front: THE FRENDZEL REPORT,1961,NA,"Aug 21, 1961",THE President's July call for readiness and sacrifice in meeting the Soviet threat seems to have little application to Interior Secretary Udall's attitudes toward two of our most vital industries. The one is the plan to create a government monopoly in the production and distribution of electric power.,batch2_216.pdf
1961-07-03batch2_223_page0.txt.txt,1961-07-03,Money Gets Moving: WAYS WITHOUT MEANS,1961,NA,"Jul 3, 1961","AS WE have heard on many occasions, the rallying cry of the Kennedy regime is ""Let's Get Moving."" This strange device may yet appear on our currency, our stamps, and on the President's great seal. It may replace on the great seal of the United States, printed on our dollar bill: ""Novus Ordo Seclorum.""",batch2_223.pdf
1961-06-26batch2_224_page0.txt.txt,1961-06-26,A Living Doctrine: ALIEN SYSTEMS,1961,NA,"Jun 26, 1961",IT WOULD be difficult to name any individual other than Adlai Stevenson whose presence in Latin America at this time would create more anxiety among those of us who hope for the preservation of longestablished and respected national policies. For he and our other foreignpolicy administrators may make decisions from day to day which may weaken and abrogate the very principles upon which our national security was established and has since been maintained.,batch2_224.pdf
1961-05-08batch2_231_page0.txt.txt,1961-05-08,Tokenism I: APPLYING PARKINSON,1961,NA,"May 8, 1961","ACCORDING to Mother Goose, the old woman who lived in a shoe was confronted with limited housing and also with a brood which as it grew increased its demands for space. So she bought a limited respite by giving the children broth without any bread. That was tokenism.",batch2_231.pdf
1961-04-03batch2_236_page0.txt.txt,1961-04-03,What's in the GNP?: MISSING FACTORS,1961,NA,"Apr 3, 1961",IN THE campaign of 1960 the rate of national growth as measured by a statistic called the gross national product was an issue. One party said its growth had not been big enough. The other said it had. But few questioned whether the GNP constitutes a genuine measure either of national growth or of national wealth.,batch2_236.pdf
1961-03-13batch2_239_page0.txt.txt,1961-03-13,Youth Turns to the Right: 'THE TIMES RETURN',1961,NA,"Mar 13, 1961","IN 1960 we heard a lot about accent on youth. The two political parties presented unusually young candidates. But to those who consider themselves as belonging to the real youth movement, Kennedy and Nixon were middle-aged survivors. The center of a truly active and articulate youth movement in the field of politics is among the current college population.",batch2_239.pdf
1961-02-20batch2_242_page0.txt.txt,1961-02-20,Control of Education II: THE USOE AND THE NEA,1961,NA,"Feb 20, 1961","TWELVE years ago, Sen. Robert A. Taft was co-sponsor of a bill providing a small Federal grant for school construction. In the debate he was asked what assurance there would be that aid would not mean control. The rugged honesty of the man rose above the expediency of a prospective Presidential candidate.",batch2_242.pdf
1961-01-23batch2_246_page0.txt.txt,1961-01-23,More Regulation Ahead: KENNEDY'S INTENTIONS,1961,NA,"Jan 23, 1961",LOS ANGELES—The foremost questions from businessmen here and in San Francisco concern the attitude of President-elect Kennedy's Administration toward free enterprise. All wonder about the pattern of action. The personnel of the next Cabinet offers no real clue.,batch2_246.pdf
1960-12-12batch2_252_page0.txt.txt,1960-12-12,Is This Democracy?: NOBLY CONCEIVED MESS,1960,NA,"Dec 12, 1960","IN 1958, after Roman Catholic bishops of Ohio had expressed public opposition to a right-to-work proposal in the campaign there, I wrote a piece in this space suggesting that ministers of the Gospel should stay out of politics except when specific issues of faith and morals are involved.",batch2_252.pdf
1960-11-21na.txt,1960-11-21,The Disfranchised: CORRECTION BY LAW,1960,NA,"Nov 21, 1960","IN THE midst of all the hand-on| heart declarations of politicians concerning the Negroes who are prevented from voting and the boasts that the right to vote has been extended by Federal law to enfranchise those people, to my knowledge nothing has been said or done by either party for 8 million voters who were unable to vote on Nov. 8.",na
1960-10-24batch3_3_page0.txt.txt,1960-10-24,Labor and the Candidates: KENNEDY TO MEANY,1960,NA,"Oct 24, 1960","THE following is an account of a meeting between candidates Kennedy and Johnson and Sen. Harry Byrd in August. In the main, it is based upon an article by a responsible reporter, Frank van der Linden, published in Southern newspapers, including The Nashville Banner and The Greenville (S.C.) News.",batch3_3.pdf
1960-09-26batch3_7_page0.txt.txt,1960-09-26,A New Kind of Campaign: PARTY LINES IGNORED,1960,NA,"Sep 26, 1960","CAMPAIGN orators are already filling the air with platitudes about the ""new frontier"" and the ""challenge of the future"" and all that sort of thing. But they must realize, especially those who are campaigning for the national tickets, that so far as campaigning goes, the future is already here.",batch3_7.pdf
1960-08-22batch3_12_page0.txt.txt,1960-08-22,Lawmaking in Dog Days: 'POINT OF MADNESS',1960,NA,"Aug 22, 1960","TO CLAIM that this resumption of the final session of the 86th Congress is necessary is a monstrous fraud. The Senate leadership, deliberately or by acquiescence, permitted a slowdown in May and June. To pass legislation in the dog days for political purposes is to put political advantage above a sacred public responsibility.",batch3_12.pdf
1960-06-06batch3_23_page0.txt.txt,1960-06-06,Determinism's Evil End: REFORMERS' DESTINY,1960,NA,"Jun 6, 1960","IN AN interview on our activity in space, an executive of the National Aeronautics and Space Administration was asked why it should be necessary to send a man out there when we have such wonderful instruments. He answered: ""Only a man can find what we are not looking for; an instrument can find only what we think is there.""",batch3_23.pdf
1960-05-09batch3_27_page0.txt.txt,1960-05-09,Henry Gets Polled: MORAL OF THE STORY,1960,NA,"May 9, 1960",HENRY was planting some geraniums. It was a way of usefully employing his body while his mind was reaching a decision. Later there would be two hours before bedtime. At supper he had said he might go over and discuss with a neighbor the behavior of another neighbor's chickens.,batch3_27.pdf
1960-04-11batch3_31_page0.txt.txt,1960-04-11,A Businessman in Politics: PLAIN APPEAL,1960,NA,"Apr 11, 1960","Phoenix—Paul Fannin has won a number of distinctions in business and civic affairs, including a successful first term as governor of Arizona. But the one which is of truly national significance is that he has thoroughly dispelled the myth that a businessman, with little prior experience in politics, cannot adjust himself to the rigors of running for an elective office.",batch3_31.pdf
1960-03-14batch3_35_page0.txt.txt,1960-03-14,Businessmen in Politics—I: DO-IT-YOURSELF,1960,NA,"Mar 14, 1960","AMAJOR subject of interest in the press and elsewhere since 1958 has been the reawakening of interest in politics among businessmen and business associations. Because some of the comment has been based upon misconceptions of what is happening, a bit of clarification is in order.",batch3_35.pdf
1960-02-29batch3_37_page0.txt.txt,1960-02-29,Unnecessary School Aid: FREEMAN UPHELD,1960,NA,"Feb 29, 1960","CONGRESS began its big bite into the 1961 surplus when the Senate passed a $1.8 billion, two-year bill for school construction and teachers' salaries. The House will omit teachers' salaries and probably pass a smaller school-construction bill. The President's modest request is for help to needy districts to service their school bonds.",batch3_37.pdf
