"","date","year","title","abstract","authors","filename","filepath","index","issn","pages","document_url","find_a_copy"
"11",1969-04-28,1969,"Real Enemies of Black Studies Are Its Backers","It's a pity that the introduction of black studies in so many institutions should come at a moment when militancy among both white and black students is rampant and when those dissidents have so many and such diverse objectives. For long ago there should have been a place...","Moley, Raymond","156181414_1_page0.txt","./moley_lat_txt/156181414_1_page0.txt",156181414,"0458-3035","c11","https://www.proquest.com/historical-newspapers/real-enemies-black-studies-are-backers/docview/156181414/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C11&amp;date=1969-04-28&amp;atitle=Real+Enemies+of+Black+Studies+Are+Its+Backers&amp;au=Moley%2C+Raymond&amp;id=doi:"
"12",1969-04-22,1969,"Too Much Conservation?","When Walter J. Hickel, shortly after being designated as interior secretary, made some statements in an interview to the effect that the conservation of our national resources had been overemphasized, he found himself the target of bitter attack.","Moley, Raymond","156166901_1_page0.txt","./moley_lat_txt/156166901_1_page0.txt",156166901,"0458-3035","c9","https://www.proquest.com/historical-newspapers/too-much-conservation/docview/156166901/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C9&amp;date=1969-04-22&amp;atitle=Too+Much+Conservation%3F&amp;au=Moley%2C+Raymond&amp;id=doi:"
"13",1969-03-31,1969,"The Voice of the Nation","The hoodlums, hippies and the cold-blooded academic revolutionists seem to have succeeded far beyond their lurid dreams. For they have not only disrupted our great system of higher education and frustrated our college and university administrators but have seeming-...","Moley, Raymond","156134247_1_page0.txt","./moley_lat_txt/156134247_1_page0.txt",156134247,"0458-3035","c9","https://www.proquest.com/historical-newspapers/voice-nation/docview/156134247/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C9&amp;date=1969-03-31&amp;atitle=The+Voice+of+the+Nation&amp;au=Moley%2C+Raymond&amp;id=doi:"
"14",1969-03-24,1969,"Administration's Not Yet Up to Scratch, on Itch for Jobs","The late Homer Cummings, who was Franklin D. Roosevelt's first attorney general, was a wise and witty statesman.","Moley, Raymond","156184671_1_page0.txt","./moley_lat_txt/156184671_1_page0.txt",156184671,"0458-3035","c9","https://www.proquest.com/historical-newspapers/administrations-not-yet-up-scratch-on-itch-jobs/docview/156184671/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C9&amp;date=1969-03-24&amp;atitle=Administration%27s+Not+Yet+Up+to+Scratch%2C+on+Itch+for+Jobs&amp;au=Moley%2C+Raymond&amp;id=doi:"
"15",1969-03-10,1969,"Electoral College Muddle","For something like 165 years members of Congress and others have been trying to find a better way to elect Presidents. Only once have these efforts succeeded in amending the Constitution--in 1804 when Amendment 12 was added.","Moley, Raymond","156150365_1_page0.txt","./moley_lat_txt/156150365_1_page0.txt",156150365,"0458-3035","c11","https://www.proquest.com/historical-newspapers/electoral-college-muddle/docview/156150365/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C11&amp;date=1969-03-10&amp;atitle=Electoral+College+Muddle&amp;au=Moley%2C+Raymond&amp;id=doi:"
"16",1969-02-11,1969,"President Doesn't Rule","President Nixon's visit to the various federal departments and his little speeches to workers employed in the countless offices bordering on the endless corridors were something more than routine matters. As an old Washington hand, he realizes well that if he is to succeed...","Moley, Raymond","156091677_1_page0.txt","./moley_lat_txt/156091677_1_page0.txt",156091677,"0458-3035","a9","https://www.proquest.com/historical-newspapers/president-doesnt-rule/docview/156091677/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A9&amp;date=1969-02-11&amp;atitle=President+Doesn%27t+Rule&amp;au=Moley%2C+Raymond&amp;id=doi:"
"17",1969-02-03,1969,"Youth: Presentable and...","While driving west last week I stopped for lunch in Alpine, West Texas. Opposite the restaurant is Sul Ross State College and in the dining room were several of the students. After the discomfort suffered while viewing the slovenly dress and haircuts of so many...","Moley, Raymond","156155253_1_page0.txt","./moley_lat_txt/156155253_1_page0.txt",156155253,"0458-3035","c11","https://www.proquest.com/historical-newspapers/youth-presentable/docview/156155253/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C11&amp;date=1969-02-03&amp;atitle=Youth%3A+Presentable+and...&amp;au=Moley%2C+Raymond&amp;id=doi:"
"18",1969-01-27,1969,"Rich Public Servants","When Jesus said that it was """"easier for a camel to pass through the eye of a needle than for a rich man to enter into the Kingdom of Heaven,"""" it is recorded that his disciples """"wondered very much."""" And a good many people, including some U.S.","Moley, Raymond","156068526_1_page0.txt","./moley_lat_txt/156068526_1_page0.txt",156068526,"0458-3035","b9","https://www.proquest.com/historical-newspapers/rich-public-servants/docview/156068526/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B9&amp;date=1969-01-27&amp;atitle=Rich+Public+Servants&amp;au=Moley%2C+Raymond&amp;id=doi:"
"19",1969-01-20,1969,"How to Restructure the GOP","The meeting between Presidentelect Nixon and Republican National Committee Chairman Ray Bliss on Jan. 10 was far from a mere routine affair. For their amicable discussion of the role of the Republican organization should play during the coming years and the announce-...","Moley, Raymond","156056638_1_page0.txt","./moley_lat_txt/156056638_1_page0.txt",156056638,"0458-3035","c9","https://www.proquest.com/historical-newspapers/how-restructure-gop/docview/156056638/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C9&amp;date=1969-01-20&amp;atitle=How+to+Restructure+the+GOP&amp;au=Moley%2C+Raymond&amp;id=doi:"
"20",1969-01-06,1969,"Taiwan's Model Land Reform","In April of this year the Republic of China will celebrate the 20th anniversary of the flight of its president, Chiang Kai-shek, with his army and other faithful followers from Mainland China to the province of Taiwan. But as a successor of President Sun Yat-sen, he also...","Moley, Raymond","156084867_1_page0.txt","./moley_lat_txt/156084867_1_page0.txt",156084867,"0458-3035","c9","https://www.proquest.com/historical-newspapers/taiwans-model-land-reform/docview/156084867/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C9&amp;date=1969-01-06&amp;atitle=Taiwan%27s+Model+Land+Reform&amp;au=Moley%2C+Raymond&amp;id=doi:"
"21",1968-12-30,1968,"Vietnam Land Reform Crucial","A major reason why the United States became involved in the war in Vietnam was the failure of the Diem government to meet its promise of land-holding reform. For as the fulfillment of that promise lagged, the National Liberation Front, or Viet Cong, undoubtedly...","Moley, Raymond","156039199_1_page0.txt","./moley_lat_txt/156039199_1_page0.txt",156039199,"0458-3035","b7","https://www.proquest.com/historical-newspapers/vietnam-land-reform-crucial/docview/156039199/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-12-30&amp;atitle=Vietnam+Land+Reform+Crucial&amp;au=Moley%2C+Raymond&amp;id=doi:"
"22",1968-12-23,1968,"Federal Reorganizations Hardly Likely but Some Could Be Used!","It's doubtful whether any new Cabinet officer ever took over the department to which he was assigned without big and bright ideas about how it should be reorganized. And the 12 good men and true who were presented by President-elect Nixon will he no exceptions.","Moley, Raymond","156166906_1_page0.txt","./moley_lat_txt/156166906_1_page0.txt",156166906,"0458-3035","a7","https://www.proquest.com/historical-newspapers/federal-reorganizations-hardly-likely-some-could/docview/156166906/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A7&amp;date=1968-12-23&amp;atitle=Federal+Reorganizations+Hardly+Likely+but+Some+Could+Be+Used%21&amp;au=Moley%2C+Raymond&amp;id=doi:"
"23",1968-12-16,1968,"GOP Pros Support Bliss","At the recent Republican Governors Conference in Palm Springs, Calif., a resolution was adopted commending the services of Ray Bliss as chairman of the Republican National Committee. That was a part of the reaction in the GOP to persistent rumors ever since the...","Moley, Raymond","155990746_1_page0.txt","./moley_lat_txt/155990746_1_page0.txt",155990746,"0458-3035","b7","https://www.proquest.com/historical-newspapers/gop-pros-support-bliss/docview/155990746/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-12-16&amp;atitle=GOP+Pros+Support+Bliss&amp;au=Moley%2C+Raymond&amp;id=doi:"
"24",1968-12-04,1968,"Reform of the Property Tax Has Been Noticeably Unmentioned","The country has now emerged from a long presidential campaign in which at least two candidates, Richard Nixon and Hubert Humphrey, were aided by considerable collections of economists and speech and statement writers. Millions of words have been spoken or written...","Moley, Raymond","156030856_1_page0.txt","./moley_lat_txt/156030856_1_page0.txt",156030856,"0458-3035","d7","https://www.proquest.com/historical-newspapers/reform-property-tax-has-been-noticeably/docview/156030856/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=D7&amp;date=1968-12-04&amp;atitle=Reform+of+the+Property+Tax+Has+Been+Noticeably+Unmentioned&amp;au=Moley%2C+Raymond&amp;id=doi:"
"25",1968-12-02,1968,"New Administration Faces Old Battle With Bureaucratic Breed","In 1953, shortly after the Eisenhower Administration took over, I called on Douglas McKay, the new Secretary of the Interior. I had called at his office more than once when he was governor of Oregon.","Moley, Raymond","156100304_1_page0.txt","./moley_lat_txt/156100304_1_page0.txt",156100304,"0458-3035","b7","https://www.proquest.com/historical-newspapers/new-administration-faces-old-battle-with/docview/156100304/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-12-02&amp;atitle=New+Administration+Faces+Old+Battle+With+Bureaucratic+Breed&amp;au=Moley%2C+Raymond&amp;id=doi:"
"26",1968-11-27,1968,"The Indispensable Ray Bliss","At this writing President-elect Nixon has neither confirmed nor denied persistent rumors that he will seek to replace Ray Bliss as Republican national chairman. Such a change would be most unfortunate at a moment when a vigorous and united GOP is so essential to the...","Moley, Raymond","156182297_1_page0.txt","./moley_lat_txt/156182297_1_page0.txt",156182297,"0458-3035","b7","https://www.proquest.com/historical-newspapers/indispensable-ray-bliss/docview/156182297/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-11-27&amp;atitle=The+Indispensable+Ray+Bliss&amp;au=Moley%2C+Raymond&amp;id=doi:"
"27",1968-11-25,1968,"Fewer Presidential Advisers?","President-elect Nixon has intimated that be plans to reduce the size and influence of the President's inner staff of advisers. This, like so many New Year's resolutions, may not outlast the winter. But it shows that he understands what has become a serious disarrangement in...","Moley, Raymond","156137392_1_page0.txt","./moley_lat_txt/156137392_1_page0.txt",156137392,"0458-3035","a7","https://www.proquest.com/historical-newspapers/fewer-presidential-advisers/docview/156137392/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A7&amp;date=1968-11-25&amp;atitle=Fewer+Presidential+Advisers%3F&amp;au=Moley%2C+Raymond&amp;id=doi:"
"28",1968-11-20,1968,"... of More 'Antis' Than 'Pros'","A favorite bit of Sen. Everett Dirksen's philosophy is that a political party doesn't win an election; the other one loses. This implies that people vote against and not for a candidate or party. Sometimes that has been true. More often it has not been true.","Moley, Raymond","156135469_1_page0.txt","./moley_lat_txt/156135469_1_page0.txt",156135469,"0458-3035","b7","https://www.proquest.com/historical-newspapers/more-antis-than-pros/docview/156135469/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-11-20&amp;atitle=...+of+More+%27Antis%27+Than+%27Pros%27&amp;au=Moley%2C+Raymond&amp;id=doi:"
"29",1968-11-18,1968,"Different Kind of President","No doubt in the histories to be written in the years ahead there will be innumerable interpretations of the character of Richard Nixon. In that respect he may share the fate of Woodrow Wilson--the jury in that case is still unable to reach a verdict.","Moley, Raymond","156033283_1_page0.txt","./moley_lat_txt/156033283_1_page0.txt",156033283,"0458-3035","b7","https://www.proquest.com/historical-newspapers/different-kind-president/docview/156033283/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-11-18&amp;atitle=Different+Kind+of+President&amp;au=Moley%2C+Raymond&amp;id=doi:"
"30",1968-11-11,1968,"Nixon Has Re-established the Two-Party System in the U.S.","For the past three weeks I have been telling friends that if Hubert Humphrey was gaining, as seemed probable, it would be either Richard Nixon or chaos.","Moley, Raymond","156149187_1_page0.txt","./moley_lat_txt/156149187_1_page0.txt",156149187,"0458-3035","b7","https://www.proquest.com/historical-newspapers/nixon-has-re-established-two-party-system-u-s/docview/156149187/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-11-11&amp;atitle=Nixon+Has+Re-established+the+Two-Party+System+in+the+U.S.&amp;au=Moley%2C+Raymond&amp;id=doi:"
"31",1968-11-06,1968,"Our Wayward Universities","  There have been many classical of the lost ideal of the university. It was the place, in a busy society pursuing multitudinous purposes, where a relatively small number of mature intellects might study, do research, think and draw to themselves young learners who might succeed their elder mentors or go out into the world with...","Moley, Raymond","156069256_1_page0.txt","./moley_lat_txt/156069256_1_page0.txt",156069256,"0458-3035","c6","https://www.proquest.com/historical-newspapers/our-wayward-universities/docview/156069256/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C6&amp;date=1968-11-06&amp;atitle=Our+Wayward+Universities&amp;au=Moley%2C+Raymond&amp;id=doi:"
"32",1968-11-04,1968,"Two-Party System's Future","  James Buckley, the Conservative Party's candidate for the Senate seat now held by Jacob Javits, is well qualified for the office which he seeks. But the real significance of his candidacy is far more important than winning or losing any office.","Moley, Raymond","156128083_1_page0.txt","./moley_lat_txt/156128083_1_page0.txt",156128083,"0458-3035","b7","https://www.proquest.com/historical-newspapers/two-party-systems-future/docview/156128083/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-11-04&amp;atitle=Two-Party+System%27s+Future&amp;au=Moley%2C+Raymond&amp;id=doi:"
"33",1968-10-30,1968,"A Few Good Words for Spiro T. Agnew","  Experience has taught me that the worst place to view the impact of a national campaign is from an office in New York or Washington. It is like attempting to enjoy the majesty and beauty of a mountain range from a cabin on the foggy bottom of a valley.","Moley, Raymond","155977452_1_page0.txt","./moley_lat_txt/155977452_1_page0.txt",155977452,"0458-3035","b7","https://www.proquest.com/historical-newspapers/few-good-words-spiro-t-agnew/docview/155977452/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-10-30&amp;atitle=A+Few+Good+Words+for+Spiro+T.+Agnew&amp;au=Moley%2C+Raymond&amp;id=doi:"
"34",1968-10-28,1968,"The Long-Wallace Contrast","Occasionally in the mounting pile of newsprint about George Wallacc there is mention of similarity with Huey Long, long since sanctified in the byways and bayous of Louisiana. It is true that there are similarities. But the contrasts are much more important.","Moley, Raymond","156069269_1_page0.txt","./moley_lat_txt/156069269_1_page0.txt",156069269,"0458-3035","b7","https://www.proquest.com/historical-newspapers/long-wallace-contrast/docview/156069269/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B7&amp;date=1968-10-28&amp;atitle=The+Long-Wallace+Contrast&amp;au=Moley%2C+Raymond&amp;id=doi:"
