Date,OLD_DOC_ID,Notable writing,Economy,fiscal conservatism,Privatization of government functions,Statism,Business,Civil Rights,Communism,Crime - Criminal Justice,Democracy,Domestic Policy Misc,Foreign Policy,government efficiency,Journalism-Media,Labor,Religion,Supreme Court,Taxes,Vietnam,Political analysis,Conservative Politics,Conservative criticism,Dem criticism,Democratic Party politics,Eisenhower,FDR analysis - even handed,Goldwater,GOP Party politics,Johnson,John F Kennedy,Nixon,Criticism of Moley,New Deal critique,FDR_explicit_support,FDR_criticism,Criticism of FDR aides,Ad with Moley,YELLOW,Document
1965_7_5,Document name=moley_1965_7_5_1645698 (N=1),,,,,,,,,,,,,,,,,,,"

moley_1965_7_5_1645698: 3: 354|395 - 3: 521|504 (0)",,,,"

moley_1965_7_5_1645698: 3: 355|503 - 3: 522|584 (0)",,,,,,"

moley_1965_7_5_1645698: 3: 188|90 - 3: 356|252 (0)","

moley_1965_7_5_1645698: 3: 360|179 - 3: 524|374 (0)",,,,,,,,,1965_7_5_1645698 (N=1)
1965_8_2,Document name=moley_1965_8_2_1645699 (N=1),,,,,,,,"

moley_1965_8_2_1645699: 3: 202|471 - 3: 356|625 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965_8_2_1645699 (N=1)
1965_9_27,Document name=moley_1965_9_27_1645700 (N=1),,,"

moley_1965_9_27_1645700: 3: 202|550 - 3: 367|656 (0)",,,,,,,,,,"

moley_1965_9_27_1645700: 3: 202|550 - 3: 367|656 (0)",,,,,,,"

moley_1965_9_27_1645700: 3: 375|231 - 3: 539|290 (0)",,,,,,,,,,,,,,,,,,,1965_9_27_1645700 (N=1)
1965_10_25,Document name=moley_1965_10_25_1645701 (N=1),,,,,,,,,,,"

moley_1965_10_25_1645701: 3: 191|483 - 3: 362|656 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,"

moley_1965_10_25_1645701: 3: 362|239 - 3: 529|316 (0)",1965_10_25_1645701 (N=1)
1965_Dec_27,Document name=moley_1965_Dec_27_1645703 (N=1),,,,,,,,,,,,,,,,,,,"

moley_1965_Dec_27_1645703: 3: 198|396 - 3: 377|521 (0)",,,,,,,,,,,,,,,,,,,,1965_Dec_27_1645703 (N=1)
1965_Nov_1,Document name=moley_1965_Nov_1_1645702 (N=1),,,,,,,,,"

moley_1965_Nov_1_1645702: 3: 200|447 - 3: 362|524 (0)",,,,,,,,,,,,,,,,,,,,"

moley_1965_Nov_1_1645702: 3: 370|33 - 3: 537|184 (0)",,,,,,,,,,1965_Nov_1_1645702 (N=1)
1966_1_24,Document name=moley_1966_1_24_1645704 (N=1),,,,,,,,,,,"

moley_1966_1_24_1645704: 3: 208|530 - 3: 379|648 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1966_1_24_1645704 (N=1)
1966_2_28,Document name=moley_1966_2_28_1645705 (N=1),,,"

moley_1966_2_28_1645705: 3: 202|456 - 3: 372|649 (0)","

moley_1966_2_28_1645705: 3: 376|439 - 3: 534|566 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966_2_28_1645705 (N=1)
1966_3_21,Document name=moley_1966_3_21_1645706 (N=1),,,,,,,,,,,"

moley_1966_3_21_1645706: 2: 188|487 - 2: 369|666 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1966_3_21_1645706 (N=1)
1966_10_31,Document name=moley_1966_10_31_1645712 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,"

moley_1966_10_31_1645712: 3: 206|498 - 3: 370|653 (0)",,,,,,,,,,,1966_10_31_1645712 (N=1)
1966_11_4,Document name=moley_1966_11_4_1645713 (N=1),,,,,,,,,,,,,,,,,,,,"

moley_1966_11_4_1645713: 3: 211|410 - 3: 380|645 (0)",,,"

moley_1966_11_4_1645713: 3: 216|203 - 3: 387|312 (0)",,,,,,,,,,,,,,,,1966_11_4_1645713 (N=1)
1942-01-19,Document name=Moley_1942-01-19_19_3 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-01-19_19_3 (N=1)
1942-02-02,Document name=Moley_1942-02-02_19_5 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-02-02_19_5 (N=1)
1942-03-23,Document name=Moley_1942-03-23_19_12 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-03-23_19_12 (N=1)
1942-04-20,Document name=Moley_1942-04-20_19_16 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-04-20_19_16 (N=1)
1942-05-11,Document name=Moley_1942-05-11_19_19 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-05-11_19_19 (N=1)
1942-06-01,Document name=Moley_1942-06-01_19_22 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-06-01_19_22 (N=1)
1942-07-06,Document name=Moley_1942-07-06_20_1 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-07-06_20_1 (N=1)
1942-08-24,Document name=Moley_1942-08-24_20_8 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-08-24_20_8 (N=1)
1942-09-28,Document name=Moley_1942-09-28_20_13 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-09-28_20_13 (N=1)
1942-10-19,Document name=Moley_1942-10-19_20_16 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-10-19_20_16 (N=1)
1942-11-16,Document name=Moley_1942-11-16_20_20 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-11-16_20_20 (N=1)
1942-12-07,Document name=Moley_1942-12-07_20_23 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-12-07_20_23 (N=1)
1946-01-21,Document name=Moley_1946-01-21_27_3 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-01-21_27_3 (N=1)
1946-02-04,Document name=Moley_1946-02-04_27_5 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-02-04_27_5 (N=1)
1946-03-11,Document name=Moley_1946-03-11_27_10 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-03-11_27_10 (N=1)
1946-04-29,Document name=Moley_1946-04-29_27_17 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-04-29_27_17 (N=1)
1946-05-13,Document name=Moley_1946-05-13_27_19 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-05-13_27_19 (N=1)
1946-06-24,Document name=Moley_1946-06-24_27_25 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-06-24_27_25 (N=1)
1946-07-08,Document name=Moley_1946-07-08_28_2 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-07-08_28_2 (N=1)
1946-08-19,Document name=Moley_1946-08-19_28_8 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-08-19_28_8 (N=1)
1946-09-16,Document name=Moley_1946-09-16_28_12 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-09-16_28_12 (N=1)
1946-11-11,Document name=Moley_1946-11-11_28_20 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-11-11_28_20 (N=1)
1946-12-09,Document name=Moley_1946-12-09_28_24 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-12-09_28_24 (N=1)
1954-01-25,Document name=Moley_1954-01-25_43_4 (N=1),,,,,,,,"The problem here is not the occa-  
sional Communist who gets into a stra-  
tegic point on this assembly line. The  
real danger is in (a) people who are  
committed to what they call “liberal-  
ism,” but what is really international  
socialization, and (b) just officehold-  
ers, barren of ideology but greedy  
for power. 

Moley_1954-01-25_43_4: 1: 5453 - 1: 5780 (0)",,,,"The thousands of more or less  
anonymous men on this assembly line  
never see the President and Secre-  
tary of State and seldom see an Assist-  
ant Secretary but they do make the  
mass of daily decisions that constitute  
our foreign relations. The President  
and his Secretary of State can an-  
nounce policies and historical changes  
in policy. But the State De-  
partment elite can make,  
break, or sabotage them... 

Moley_1954-01-25_43_4: 1: 4243 - 1: 4672 (0)","The Bricker Amendment—Il 

Moley_1954-01-25_43_4: 1: 1979 - 1: 2003 (0)

The thousands of more or less  
anonymous men on this assembly line  
never see the President and Secre-  
tary of State and seldom see an Assist-  
ant Secretary but they do make the  
mass of daily decisions that constitute  
our foreign relations. The President  
and his Secretary of State can an-  
nounce policies and historical changes  
in policy. But the State De-  
partment elite can make,  
break, or sabotage them... 

Moley_1954-01-25_43_4: 1: 4243 - 1: 4672 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,1954-01-25_43_4 (N=1)
1954-02-01,Document name=Moley_1954-02-01_43_5 (N=1),,,,,,,,,,,,"HE most important part of the  
Bricker proposal is Section 3,  
which brings within the regulatory  
power of Congress the making of ex-  
ecutive agreements by more or less  
anonymous bureaucrats throughout  
the vast ramifications of the Foreign  
Service. Most of these agreements  
originate in international commissions  
and operate with little notice and no  
control by Congress. 

Moley_1954-02-01_43_5: 1: 823 - 1: 1212 (0)","HE most important part of the  
Bricker proposal is Section 3,  
which brings within the regulatory  
power of Congress the making of ex-  
ecutive agreements by more or less  
anonymous bureaucrats throughout  
the vast ramifications of the Foreign  
Service. Most of these agreements  
originate in international commissions  
and operate with little notice and no  
control by Congress. 

Moley_1954-02-01_43_5: 1: 823 - 1: 1212 (0)

This process of by-passing Congress  
stems from a deep-seated feeling by  
the bureaucratic elite that the public  
and its representatives are incapable  
of understanding the high ideals and  
fine thinking that prevail in interna-  
tional intercourse. Consider these no-  
table last words of the maestro of the  
elite, Dean Acheson, addressed to the  
Foreign Service Association a year  
ago: “Make no mistake, there is a real  
battle with Congress. There is a great  
lag in the education and information  
between: you who know the outside  
world and the great mass of the  
American people and _ their eiected  
representatives. A great lag between  
you who know the facts of life,” ete. 

Moley_1954-02-01_43_5: 1: 4017 - 1: 4718 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,1954-02-01_43_5 (N=1)
1954-03-29,Document name=Moley_1954-03-29_43_13 (N=1),,,"Here is where the President can  
draw the battle lines. A strong offense  
against the demagogues is in order  
and can prevail.  

Moley_1954-03-29_43_13: 1: 5182 - 1: 5312 (0)",,,,,,,,,,"Henry Hazlitt in his article in this  
issue clearly makes the case that the  
taxing system has already become a  
class levy and that so much wealth  
has already “trickled down” that little  
is left in the upper brackets to carry  
the cost of government. I merely add  
that the Tax Foundation says that if  
all individual incomes above $10,000  
were to be confiscated by a tax of  
100 per cent, the additional revenue  
acquired would be only $4.7 billion.  
That would be enough to run the Fed-  
eral government something less than  
four weeks in the coming fiscal year.  
There is relatively little left up there. 

Moley_1954-03-29_43_13: 1: 2308 - 1: 2934 (0)",,,,,"Messrs. Sam Rayburn and  
Jere Cooper on the air and  
other Democrats in the  
House debate have chosen  
to raise the grimy flag of  
class hatred. In the true tra-  
dition of H.S.T., it is “the  
rich against the poor.” The  
President can tear the disgui

Moley_1954-03-29_43_13: 1: 1468 - 1: 1726 (0)

Henry Hazlitt in his article in this  
issue clearly makes the case that the  
taxing system has already become a  
class levy and that so much wealth  
has already “trickled down” that little  
is left in the upper brackets to carry  
the cost of government. I merely add  
that the Tax Foundation says that if  
all individual incomes above $10,000  
were to be confiscated by a tax of  
100 per cent, the additional revenue  
acquired would be only $4.7 billion.  
That would be enough to run the Fed-  
eral government something less than  
four weeks in the coming fiscal year.  
There is relatively little left up there. 

Moley_1954-03-29_43_13: 1: 2308 - 1: 2934 (0)",,,,,,,,,,,,,,,,,,,,,1954-03-29_43_13 (N=1)
1954-04-19,Document name=Moley_1954-04-19_43_16 (N=1),"Food production was boosted by  
such things as DDT. The variety of  
plastic items produced for both the  
peace and war economies staggers the  
imagination. Union Carbide, du Pont,  
Eastman Kodak’s Chemical Division,  
and Monsanto all contributed greatly  
to atomic development. 

Moley_1954-04-19_43_16: 1: 3974 - 1: 4258 (0)",,,,,"ents Act was passed in  
1934; the major responsi- :  
bility of regulating foreign trade and  
of adjusting duties, imposts, and ex-  
cises was given to the State Depart-  
ment. This was because Secretary  
Hull was profoundly convinced that  
world peace would come _ through  
world trade. In any event, the lower-  
ing of trade barriers was about the  
only reason why he accepted the post  
that he held. The Commerce De-  
partment, at that time in the weak  
hands of Secretary Roper, was liter-  
ally pushed out of a field for which  
Herbert Hoover over a period of  
twelve years had admirably prepared  
it: Asa Tesult, trade relations have  
been mostly in the hands of people  
unfamiliar: with the realities of Ameri-  
can industry. 

Moley_1954-04-19_43_16: 1: 1769 - 1: 2520 (0)

Food production was boosted by  
such things as DDT. The variety of  
plastic items produced for both the  
peace and war economies staggers the  
imagination. Union Carbide, du Pont,  
Eastman Kodak’s Chemical Division,  
and Monsanto all contributed greatly  
to atomic development. 

Moley_1954-04-19_43_16: 1: 3974 - 1: 4258 (0)",,,,,," 1s well and good to say, as Presi-  
I dent Eisenhower did in his foreign-  
trade message, that a sound policy  
is “to obtain, in a manner that is  
consistent with our national security  
. .. the highest possible level of  
trade and the most efficient use of  
capital and resources.”  
The President also said that we  
should work ot reciprocal relations  
of trade with “our friends  
abroad.” But those who  
do most of the negotiating  
are members of the Statc  
Department bureaucracy  
whose former operations  
with “our friends abroad” 

Moley_1954-04-19_43_16: 1: 1133 - 1: 1684 (0)",,,,,,,,,,,,,,,,,,,,,"ents Act was passed in  
1934; the major responsi- :  
bility of regulating foreign trade and  
of adjusting duties, imposts, and ex-  
cises was given to the State Depart-  
ment. This was because Secretary  
Hull was profoundly convinced that  
world peace would come _ through  
world trade. In any event, the lower-  
ing of trade barriers was about the  
only reason why he accepted the post  
that he held. The Commerce De-  
partment, at that time in the weak  
hands of Secretary Roper, was liter-  
ally pushed out of a field for which  
Herbert Hoover over a period of  
twelve years had admirably prepared  
it: Asa Tesult, trade relations have  
been mostly in the hands of people  
unfamiliar: with the realities of Ameri-  
can industry. 

Moley_1954-04-19_43_16: 1: 1769 - 1: 2520 (0)",,,,,,1954-04-19_43_16 (N=1)
1954-05-17,Document name=Moley_1954-05-17_43_20 (N=1),,,"Irrigation—Hydropower’s Expensive Partner 

Moley_1954-05-17_43_20: 1: 44 - 1: 85 (0)

reat and often-neglected issue of the times is the development of vast  
new irrigated areas for agriculture as  
part of power and water-control proj-  
ects. Billions of dollars have been and may in the future be poured into these projects. The money comes not only from taxpayers of the affected areas  
but, in greater amounts, from tax- payers elsewhere in the nation. Mr. Moley has conducted a detailed study of such projects and, in particular, the kind of bookkeeping they involve.

Moley_1954-05-17_43_20: 1: 91 - 1: 579 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-05-17_43_20 (N=1)
1954-06-14,Document name=Moley_1954-06-14_43_24 (N=1),,,,,,,,,,,,,"URING the past few weeks I have  
D attempted in this space to draw  
attention to a number of legislative  
proposals which, in the midst of the  
Donnybrook over who’s-the-biggest-  
liar-in-Washington, may well be  
rushed through under the pressure  
of special interests of the Federal  
bureaucracy and of members of Con-  
gress with an eye on elections. 

Moley_1954-06-14_43_24: 1: 173 - 1: 534 (0)

Army Corps of Engineers and  
the Bureau of Reclamation, a third  
highly competitive agency. In the  
past, competition between the former  
two has been deplorable. 

Moley_1954-06-14_43_24: 1: 1153 - 1: 1319 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,1954-06-14_43_24 (N=1)
1954-07-05,Document name=Moley_1954-07-05_44_1 (N=1),"What Are Government Operations? 

Moley_1954-07-05_44_1: 1: 1391 - 1: 1422 (0)",,,,,,,"McCarthy has done exactly what  
any resourceful and zealous chairman  
would do with such generalized pow-  
ers. 

Moley_1954-07-05_44_1: 1: 3681 - 1: 3795 (0)",,,,,"It is naive for Senator  
Flanders and others to ex-  
pect—if they do expect—  
that the Senate will take any action to  
remove a committee chairman in the  
course of a session of Congress. Such  
an action, senators of both parties  
believe, would mean parliamentary  
chaos and party irresponsibility. But  
the Senate itself caused this situation  
by creating a committee without  
clearly defined limits of authority. 

Moley_1954-07-05_44_1: 1: 2094 - 1: 2520 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,1954-07-05_44_1 (N=1)
1954-08-09,Document name=Moley_1954-08-09_44_6 (N=1),,,,,"N THE course of a reading of the  
many, many pages of the TVA vs.  
Middle South-Southern phase of the  
Senate debate on the atomic-energy  
bill, a question presented itself to  
which the answer was immediately  
obvious. 

Moley_1954-08-09_44_6: 1: 922 - 1: 1147 (0)",,,,,,,,"N THE course of a reading of the  
many, many pages of the TVA vs.  
Middle South-Southern phase of the  
Senate debate on the atomic-energy  
bill, a question presented itself to  
which the answer was immediately  
obvious. 

Moley_1954-08-09_44_6: 1: 922 - 1: 1147 (0)",,,,,,,"sion.  
No, we were witnessing a full-dress  
rehearsal of the coming political cam-  
paign. For as other issues such as an  
Eisenhower depression or a slip in  
foreign policy have disintegrated, and  
the “house divided against itself” has  
failed to fall, there remains for parti-  
sanship only the “power trust.” It is an  
antique, rusty weapon, but it makes a  
deafening noise. Partisans such as  
Humphrey, Lehman, Gore, Kerr, and  
the crafty Kefauver see at stake the  
immense prize of a return to power.  
Morse sees the gratification of venge-  
ance for which he has lusted ever  
since Candidate Eisenhower made  
common cause with Taft. 

Moley_1954-08-09_44_6: 1: 1985 - 1: 2641 (0)","sion.  
No, we were witnessing a full-dress  
rehearsal of the coming political cam-  
paign. For as other issues such as an  
Eisenhower depression or a slip in  
foreign policy have disintegrated, and  
the “house divided against itself” has  
failed to fall, there remains for parti-  
sanship only the “power trust.” It is an  
antique, rusty weapon, but it makes a  
deafening noise. Partisans such as  
Humphrey, Lehman, Gore, Kerr, and  
the crafty Kefauver see at stake the  
immense prize of a return to power.  
Morse sees the gratification of venge-  
ance for which he has lusted ever  
since Candidate Eisenhower made  
common cause with Taft. 

Moley_1954-08-09_44_6: 1: 1985 - 1: 2641 (0)",,,,,,,"It is fortunate that as the country  
faces these momentous issues we  
have a President who believes in  
economic enterprise and local self-  
government, and that on such fun-  
damentals as this his party is more  
united than the opposition. 

Moley_1954-08-09_44_6: 1: 4420 - 1: 4666 (0)",,,,,,,,,,,1954-08-09_44_6 (N=1)
1954-09-13,Document name=Moley_1954-09-13_44_11 (N=1),,,"various discourses, critical in na-  
ture, on some of the vast reclamation  
and power projects before Congress.  
During the past five months I have  
devoted a number of pieces to two  
glaring examples of uneconomic  
spending proposals, the Fryingpan  
transmountain diversion in Colorado  
and the Upper Colorado  
storage project. The ulti-  
mate cost of these two  
alone, if built, would be  
well up in the billions. 

Moley_1954-09-13_44_11: 1: 1585 - 1: 2012 (0)

The politicians who spend our  
money and seek to shape our destiny  
should be made to hear, over the  
clamors of regional minorities, the clear demands of the majority. For  
the taxpayers, the Lord help them,  
are the majority. 

Moley_1954-09-13_44_11: 1: 5590 - 1: 5822 (0)",,,,,,,,,,"various discourses, critical in na-  
ture, on some of the vast reclamation  
and power projects before Congress.  
During the past five months I have  
devoted a number of pieces to two  
glaring examples of uneconomic  
spending proposals, the Fryingpan  
transmountain diversion in Colorado  
and the Upper Colorado  
storage project. The ulti-  
mate cost of these two  
alone, if built, would be  
well up in the billions. 

Moley_1954-09-13_44_11: 1: 1585 - 1: 2012 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,1954-09-13_44_11 (N=1)
1954-10-25,Document name=Moley_1954-10-25_44_17 (N=1),,,,,,,,"HE partnership between the Dem-  
ocratic and Liberal Party in New  
York is a blend of mauve and pink.  
In the last four Presidential elec-  
tions in New York State more Repub-  
lican than Democratic votes were  
cast. In two of those elections. F.D.  
Roosevelt, the Democratic candidate  
for President, carried the state. That  
was because he also received the vote  
of the American Labor  
Party in 1940 and the votes  
of the ALP and the Liberal  
Party in 1944.  
This will explain the anx-  
ious solicitation of Demo-  
cratic candidates in state  
elections for the support of  
splinter parties—for which  
they pay a heavy price.  
The Liberal Party is an  
offshoot of the American  
Labor Party. It seems that after the  
great U.S.-Soviet era of friendship  
before and during the early stages of  
the second world war, some of the  
people in the ALP became convinced  
that Communists were too influential  
in that party, and so they withdrew  
and formed the Liberal Party

Moley_1954-10-25_44_17: 1: 1926 - 1: 2922 (0)",,,,,,,,,,,,,,,,"HE partnership between the Dem-  
ocratic and Liberal Party in New  
York is a blend of mauve and pink.  
In the last four Presidential elec-  
tions in New York State more Repub-  
lican than Democratic votes were  
cast. In two of those elections. F.D.  
Roosevelt, the Democratic candidate  
for President, carried the state. That  
was because he also received the vote  
of the American Labor  
Party in 1940 and the votes  
of the ALP and the Liberal  
Party in 1944.  
This will explain the anx-  
ious solicitation of Demo-  
cratic candidates in state  
elections for the support of  
splinter parties—for which  
they pay a heavy price.  
The Liberal Party is an  
offshoot of the American  
Labor Party. It seems that after the  
great U.S.-Soviet era of friendship  
before and during the early stages of  
the second world war, some of the  
people in the ALP became convinced  
that Communists were too influential  
in that party, and so they withdrew  
and formed the Liberal Party

Moley_1954-10-25_44_17: 1: 1926 - 1: 2922 (0)",,,,,,,,,,,,,,,1954-10-25_44_17 (N=1)
1954-11-08,Document name=Moley_1954-11-08_44_19 (N=1),"While I do not want to offer savealt  
on the comfortless altar of prophecy,  
I feel that Stevenson, despite certain  
advantages, will not get the 1956  
nomination. 

Moley_1954-11-08_44_19: 1: 2218 - 1: 2385 (0)",,,,,,,,,,,,,,,,,,,,,,,"TH the election of 1954 tucked  
Wy weer in history, there begins a  
brisk race for the Democratic Presi-  
dential nomination. There will be no  
announcements for a while, because  
there is a political conviction that it is  
bad to start an open hunt for votes too  
soon. 

Moley_1954-11-08_44_19: 1: 1486 - 1: 1763 (0)",,,,,,,,,,,,,,,1954-11-08_44_19 (N=1)
1954-12-27,Document name=Moley_1954-12-27_44_26 (N=1),,,,,,,,"MERICANS might well recall, in this  
A critical phase of the struggle with  
the Communist world, that the basis  
of their common interest with the  
other non-Communist nations is a be-  
lief in the law of nations based in  
large part upon natural law, which is  
utterly denied by the Marxist creed. 

Moley_1954-12-27_44_26: 1: 1489 - 1: 1794 (0)",,,,,,,,"The essence of the law,  
Coke said, was “written  
with the hand of God in the  
heart of man.” The law of  
nature “is that which God  
at the time of creation of  
the nature of man infused into his  
heart for his preservation and direc-  
tion; and this is the eternal law,  
the moral law.” 

Moley_1954-12-27_44_26: 1: 4199 - 1: 4495 (0)",,,,,,,,,,,,,,,,,,,,,,,1954-12-27_44_26 (N=1)
1956-01-30,Document name=Moley_1956-01-30_47_5 (N=1),,,,,,,,"HE initial Communist thrust into  
South Korea was confronted by  
only a poorly trained constabulary  
force of South Koreans. The only  
other forces of the free world within  
thousands of miles were the American  
-occupation troops in Japan and some  
elements of the American Navy and  
Air Force. But fate decreed that  
there was available a military genius  
whose peer has not been  
seen in our time. The test  
which faced MacArthur  
was twofold. 

Moley_1956-01-30_47_5: 1: 922 - 1: 1381 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-01-30_47_5 (N=1)
