"","filename","category","explanation"
"64","166989848_1_page0.txt","politics","politics mentioned twice"
"65","166991089_1_page0.txt","politics","politics mentioned five times"
"66","166992300_1_page0.txt","politics","politics mentioned three times"
"67","166992768_1_page0.txt","politics","politics mentioned twice"
"68","166996171_1_page0.txt","labor","labor mentioned twice"
"69","166996599_1_page0.txt","politics","politics mentioned three times"
"70","166998763_1_page0.txt","politics","politics mentioned twice"
"71","167000759_1_page0.txt","politics","politics mentioned three times"
"72","167002293_1_page0.txt","politics","politics mentioned three times"
"73","167003681_1_page0.txt","politics","politics mentioned three times"
"74","167005914_1_page0.txt","labor","labor mentioned twice"
"75","167008316_1_page0.txt","other",NA
"76","167008470_1_page0.txt","labor;business","labor mentioned four times; business mentioned twice"
"77","167011196_1_page0.txt","other",NA
"78","167013872_1_page0.txt","labor","labor mentioned twice"
"79","167014181_1_page0.txt","politics;business","politics mentioned three times; business mentioned twice"
"80","167015295_1_page0.txt","politics","politics mentioned four times"
"81","167015426_1_page0.txt","politics","politics mentioned three times"
"82","167015571_1_page0.txt","politics","politics mentioned three times"
"83","167016859_1_page0.txt","politics","politics mentioned twice"
"84","167016888_1_page0.txt","other",NA
"85","167021069_1_page0.txt","politics","politics mentioned three times"
"86","167022818_1_page0.txt","other",NA
"87","167023665_1_page0.txt","politics;business","politics mentioned three times; business mentioned twice"
"88","167024006_1_page0.txt","politics","politics mentioned three times"
"89","167025776_1_page0.txt","politics","politics mentioned three times"
"90","167026995_1_page0.txt","labor;politics","labor mentioned three times; politics mentioned twice"
"91","167027617_1_page0.txt","politics","politics mentioned three times"
"92","167030467_1_page0.txt","business","business mentioned twice"
"93","167036433_1_page0.txt","business","business mentioned three times"
"94","167038525_1_page0.txt","politics","politics mentioned twice"
"95","167040314_1_page0.txt","politics","politics mentioned twice"
"96","167045451_1_page0.txt","voter_turnout","voter_turnout mentioned three times"
"97","167046648_1_page0.txt","voter_turnout","voter_turnout mentioned three times"
"98","167046802_1_page0.txt","business","business mentioned three times"
"99","167049731_1_page0.txt","other",NA
"100","167052081_1_page0.txt","politics","politics mentioned three times"
"101","167054824_1_page0.txt","politics","politics mentioned three times"
"102","167062796_1_page0.txt","politics","politics mentioned twice"
"103","167062881_1_page0.txt","labor","labor mentioned twice"
"104","167070736_1_page0.txt","other",NA
"105","167074206_1_page0.txt","politics","politics mentioned four times"
"106","167080687_1_page0.txt","other",NA
"107","167080714_1_page0.txt","business","business mentioned twice"
"108","167086157_1_page0.txt","other",NA
"109","167089464_1_page0.txt","other",NA
"110","167089599_1_page0.txt","economy","economy mentioned twice"
"111","167097904_1_page0.txt","politics","politics mentioned three times"
"112","167107864_1_page0.txt","voter_turnout","voter_turnout mentioned four times"
