filename,date,year,title,full_text,biz_category,biz_explanation,voter_category,voter_explanation,politics_category,politics_explanation,correct_y_n
1956-03-26_166904773_1_page0.txt,1956-03-26,1956,FEWER AND LARGER,"FEWER AND LARGER BY RAYMOND MOLEY By now, most Americans are buried beneath a torrent of incomplete farm statistics. Out in the Presldential primary campaigns, Democrats are outbidding the Eisenhower-Benson program, and Kefauver is outbidding Stevenson. Impossible promises are bid as a price for votes. The bidding goes on in Congress. Hundreds of pages, at a very high cost of printing, are consumed in the Senate portion of the Congressional Record, with little relief in sight. Later the same rigmarole must be gone through in the House. Never have so few farmers been promised so much by so many politicians, and never with a greater proportion of misrepresentation. Clear light on the whole program has just come from the very State that seems to have suffered the most from farm politics; Minnesota. The Farm Economics Bureau of the old and reliable Northwestern National Life Insurance Co. has issued a bulletin providing a perspective of a century on the farm problem. The bulletin comprises only three pages, but the research on which it is based must have been very extensive. One of the more important things shown in this survey is the relatively small place that agriculture occupies in the national economy. In 1850, two-thirds of our population lived on farms and produced one-third of the nation's total output of goods and services. Now, a century later, only oneseventh of our people live on farms and they produce one-seventeenth of the national output of goods and services. In determining this comparison the Farm Economics Bureau developed a new statistic called ""farm gross national product."" The bulletin explains this to be the total value of all production, less the value of all materials such as fertilizer and gasoline used in producing it. The total farm product has, of course, gone up. In 1850 it was worth less than a billion dollars, but in 1954 it was $21,500,000,000. But meanwhile, the entire national product went up from three billion dollars in 1850 to 360 billion in 1954. The amazing rise in the efficiency of farming is shown by the fact that it required five acres to feed each American in 1850, whereas two acres are sufficient now. The decline in the pro-. portion of farm output to the total national product was interrupted for a short time during the two world wars, but it resumed its downward trend in 1920 and 1950 respectively. Meanwhile, farms have been getting fewer and larger. In 1920 half of the total farm land was in farms of 260 acres or less. In 1950 only a third was in farms of that size. There were 6,812,000 farms in the depression year 1935, but in 1954 these properties, plus 100,000,000 new acres, had been merged into only 4,782,000 individual farms. It should be noted on the background of this amazing concentration of farm ownership that it was not accompanied by any evidence of distress sales. The average of forced sales because of foreclosures, bankruptcies, etc., during this period of concentration has been very low, being less than at any time since 1912. It was only 2.1 per 1000 in 1954, whereas in 1935 it was 28.3 per 1000. This record of forced sales should be noted by those Americans who a month or so ago saw Edward R. Murrow's distorted, propaganda television show on the farm problem. In that show there was featured a ""forced sale"" as characteristic of the present plight of agriculture. It was pointed out later, however, that the example that was used was actually not a forced sale. The farmer's lot may not always be happy, but over the years it has seen a remarkable improvement. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",business;economy,"12+ economy mentions, 3+ business mentions.",other,NA,politics,"3 mentions of primary campaigns, candidates, votes, and politicians",
1956-03-27_166923452_1_page0.txt,1956-03-27,1956,MERGED LABOR TIED BY ROPE OF SAND?,"Long ago, when the American labor movement was the AFL and the AFL was the labor movement, even Samuel Gompers referred to his creation as a ""rope of sand."" Recent events tend to show that the merger of the AFL and CIO, if not a rope of sand, is certainly not a very strong chain. ★ The long Westinghouse strike and its outcome reveal almost all of the internal weakness of the merger. The impulsive, militant man who was responsible for the strike, James B. Carey, must regard his own future as uncertain now, after his men, 55,000 in number, find themselves after 156 days of idleness out of pocket some $100.000,000. Despite his efforts to get support from the new federation or some of its constituent parts, Carey found himself practically going it alone. Some unions, it is true, put a faint hand into their bulging treasuries but came up with only token sympathy doles for the relief of Carey's beleaguered members. The widely discussed general strike never materialized. And suggested sympathetic strikes in industries serving Westinghouse failed to come off. In February, Carey, an ambitious colleague, if not a rival, of Walter Reuther among the top brass of the eight-man executive committee of AFL-CIO, went to Miami Beach with lively hopes of getting some united action in his support from leaders convened there. He found to his bitter regret that the only thing that the other labor leaders were united upon was a determination to steer clear of any united action in support of the Westinghouse strike. The more astute among the chieftains assembled there well realized that any such action on their part would give substance to the accusation that labor had formed an all-powerful and monopolistic monster. They wanted to provide no such weapon for their opposition. ★ Strenuous denunciations of and dire prognostications about the new confederation from some quarters when the merger took place last year have not been borne out by developments. There has been little visible integration. Differences that have persisted as open sores for years, have not been relieved, let alone healed. Jurisdictional feelings and conflicts persist. It has yet to be demonstrated that the merged organization from a political standpoint ""speaking with one voice"" will prove more effective than the two organizations which generally took the same position on public issues, but with two separate voices. Ultimate effects of the Westinghouse strike will take time to assess. Already the cost in business to Westinghouse amounts to some $200,000,000. It is certain that industrial expansion has been delayed from one end of the country to the other. The company is known to have lost several huge electrical equipment orders in the last four months. Loss of prestige, that hard won commodity, has undoubtedly been suffered by the company. This cannot help but adversely affect the man working at a bench, management, and the economy in general.",business;labor,"11+ business mentions, 12+ labor mentions.",other,NA,other,NA,
1956-03-29_166909981_1_page0.txt,1956-03-29,1956,POWER OF SPLINTERS,"POWER OF SPLINTERS BY RAYMOND MOLEY Action in the Senate has disposed, for this session, of the question of a new method of electing the President and Vice-President. But a number of issues raised remain with us always. Notable among these is the dominance of minorities in our system of government and the zeal with which politicians resist efforts to reduce the power of these groups. No one who loves liberty will deny the right of minorities to be protected from the irrational power of mass majorities. But in the case of some of the minorities involved in present political decisions, the heart of the matter is not protection of legitimate rights but dominance through the exercise of what is called balance of power. ★ Briefly stated, there were proposed to the Senate three alternatives to our present method of electing the President and VicePresident. All are based upon the basic defect in the present method, which permits the casting of the entire electoral vote of a State for the party candidates who may get an insignificant marginal majority. One alternative is to elect the President and Vice-President by a straight popular vote over the nation, which would further obliterate State lines. No one seems to be for this but Sen. Langer and Mrs. Smith of Maine. Sen. Langer is for anything which he thinks he can sell to the ""peeple."" Mrs. Smith makes little contribution to the political value of the vote of her sex by the fantastic reason which she seems to suggest for favoring a plebiscite. It is because there are more women than men. Apparently the thing she anticipates at some time in the future is a national division of parties based upon sex. Thus a national Lysistrata, with the women taking over. ★ The Daniels Kefauver plan would provide for each State a division of the electoral vote in exact or almost exact proportion to the vote in that State. Thus, if New York should cast 55% of its vote for Candidate A and 45% for Candidate B, the former would get 25 of the State's 45 votes and the latter would get 20. In the case of New York, the Liberal Party might get two or three if it had a candidate of its own. The objection to this is that it would encourage such splinters as the Liberal (nuisance) Party in other States. objection to this is that there would be no way, as the measure stands, to prevent gerrymandering the State so that the districts would not represent equal and contiguous units. In my judgment either the Daniels-Kefauver plan or the Mundt-Coudert plan would be better than the present antiquated system, but it would also seem that if the Senate can take days on end for windy oratory it might devise a method to eliminate the defects in the Mundt-Coudert plan. The Senate, however, is not interested in devising a better plan. It is interested, it would seem, in what each Senator might or might not gain. The entire debate has been a study of local party and individual interest, punctuated by utter insincerity. The real objections to a change will continue to be the determination on the part of minorities to give up none of their power. The Mundt-Coudert plan would retain the Electoral College and elect in New York, for example, 43 electors in the various Congressional districts and two at large in the State. The Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",other,No categories met the 3-mention threshold.,voter_turnout,3 mentions of specific details about voter participation,politics,"Multiple mentions of electing, president, vice president, votes, and political party",
1956-04-03_166935666_1_page0.txt,1956-04-03,1956,CRUCIAL TEST OF THE UNION SHOP,"CRUCIAL TEST OF THE UNION SHOP BY RAYMOND MOLEY The U.S. Supreme Court has on its docket this spring a case challenging the constitutionality of the union shop amendment of the Railway Labor Act. That amendment, passed in 1951, permits a railway and a union to agree to a union shop, regardless of any prohibition by a State. There are 18 States which have such legislation, either by statute or constitutional provision. This case is one of 20 now pending in the courts. * In 1953 the Union Pacific Railroad and a number of unions agreed to a contract making union membership a condition of employment. A man named Robert L. Hanson, who is a nonunion worker employed by the Union Pacific in Nebraska, refused to join the Brotherhood of Railway and Steamship Clerks, Freight Handlers, Express and Station Employees. The railroad notified Hanson and other employees that they must join or lose their jobs. Thereupon, these men secured an injunction against their discharge. The Supreme Court of Nebraska unanimously ruled that the Federal union shop amendment was unconstitutional because it violated the right to work and freedom of association guaranteed by the First and Fifth Amendments of the United States Constitution. It held further that since the Federal law permitting the union shop is null and void, the provisions of the Nebraska constitution govern the case. The Nebraska constitution provides that ""no person shall be denied employment because of membership in or because of refusal to join or affiliate with a labor organization; nor shall any individual or corporation or association of any kind enter into any contract . . . to exclude persons from employment because of membership in or nonmembership in a labor organization."" The basis of the concept of a ""right to work"" lies in many decisions invalidating discriminatory postCivil War legislation against persons participating in the Confederacy. Forty years ago Charles Evans Hughes as a justice of the Supreme Court declared that the right to work for a living is ""the very essence of the personal freedom and opportunity it was the purpose of the amendment to serve."" That amendment (the Fourteenth Amendment to the Constitution of the United States) of course refers only to States. The Fifth is a prohibition on the Federal government. The principle, however, stated by Justice Hughes it is hoped by Hanson will govern his case. The other principle involved is that of freedom of association. Are men to be forced into a private organization or do attempts to make them join constitute a violation of the First Amendment? * It is interesting to contrast the principles espoused by so-called liberals a quarter century ago with those which they assert now. The Norris-La Guardia Act, certainly the work of two outstanding liberals, declared the policy of protection of the right to join as well as to refuse to join a labor union. Freedom of choice was the slogan of those days. Now, however, labor leaders interpret freedom of choice to apply only to freedom to negotiate union shop contracts. Thus by shifting the emphasis, the group gains power at the expense of the individual. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",labor,"16+ mentions of union shop, unions, and right-to-work laws.",other,NA,other,NA,
1956-04-10_166951384_1_page0.txt,1956-04-10,1956,ON SEROV'S RECORD,"ON SEROV'S RECORD BY RAYMOND MOLIY While the allegedly cherubic Malenkov smiled, kissed babies and shook hands with all comers in London, the time arrived to prepare for the two characters who supplanted him in his job as Stalin's suecessor Khrushchev and Bulganin. As an advance agent for these dignitaries, whose job it is to see that no harm befalls them in capitalist England, there arrived Gen. Ivan Serov. The general's arrival signalized the the appearance of a new marvel of Soviet power, a jet plane of considerable range. The Soviet could hardly have selected a more inappropriate ambassador, even though his duties are limited to police work. For Serov is a past master of mass deportation and a devoted and. energetic practitioner of the worst excesses of the Stalin regime. It was Serov who handled the ""Sovietization"" of the Baltic states in 1940 after they had been forcibly absorbed into the U.S.S.R. Briefly, his job was the removal of those whose continued existence on their native soil might impede the suppression of the Baltic peoples into the Soviet mold. His handling of the matter was most effective. Elements of the population removed in tightly packed railway cars to the interior of Russia included members of non-Communist political parties, officials of the previous regime, former employees of foreign governments, and businessmen, landowners, religious leaders and, of course, former Communists. The heads of families in these and other categories were carefully separated from their kin, never to see them again. Serov's directives were picked up by the Gestapo in World War II and eventually fell into British hands. An example of his model orders reads: ""Operations shall begin at daybreak. Upon entering the house of the person to be deported, the senior member of the brigade shall assemble the entire family in one room, taking all necessary precautions against any possible trouble... The convoy of the entire family to the station shall be effected in one vehicle and only at the station of departure shall the head of the family be placed separately in a car especially designed for heads of families..."" The British press was not slow in publishing details about this man. And the public reaction has indicated what a mistake it was to send him with such elaborately planned publicity. The British Socialist press expressed deep regret at this embarrassing intruder into the daydreams of coexistence in which the Labor Party has been immersed. Indeed, they can now find ample material for a portrayal of what would happen to them if Communists ever take over. For the ferocities of Serov were especially visited upon the Socialists in the countries he ravaged. At the head of the long list of the people who were marked for summary deportation from the Baltic republics were ""members of the dissolved bourgeois political parties,"" including specifically ""Social Democrats."" The appearance of Serov in such a prominent role belies the claims of Soviet leaders that any new spirit has seized them. In fact, the pattern of terror and suppression now followed by the secret police against Stalin's fellow Georgians is the same as that which prevailed in the Stalin rule of terror. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",other,No categories met the 3-mention threshold.,other,NA,other,NA,
1956-04-13_166915845_1_page0.txt,1956-04-13,1956,BLESSED BY LABORITES,"BLESSED BY LABORITES BY RAYMOND MOLEY In a column prepared for publication just before the shocking acid-throwing attack upon him, Labor Columnist Victor Riesel suggests that the political wise men in the labor movement are quietly discounting Stevenson, Kefauver and Harriman. He ventures the suggestion that they may prefer Sen. Symington of Missouri. Riesel points out that Symington has been on good terms with both AFL and CIO chieftains for a long time. He favored the guaranteed annual wage well before Reuther took it up. * These political labor leaders are very practical people. They are well aware of the basic weaknesses of the three leading candidates. Stevenson never aroused their enthusiasm, although in 1952 he toed their mark in a rather gingerly fashion. Kefauver stands for practically everything that the PAC and the ADA want, but since he is opposed by so many Democratic politicians, his chances of nomination are not too good, despite his primary successes. And these labor chieftains want not only a man who agrees with them but a candidate who can be nominated. Harriman has been most abject in truckling to the labor bosses. Some of his speeches over the last four years would indicate a willingness to head what might be a national labor government. But there are hard facts which would make him extremely vulnerable in a national campaign. He would have to assume the responsibility of defending most of the wartime decisions of Roosevelt and the postwar policies of Truman, since he took part in so many of them himself. This would put him in a defensive position — a great handicap in a candidate for a party that is out of office trying to get in. This year the Eisenhower record will be at issue, not those of Roosevelt and Truman. * Another major weakness of Harriman is his Tammany sponsorship. Carmine De Sapio, the head of Tammany Hall, is Harriman's manager and sponsor. That sort of sponsorship was too great a burden for even as great a man as Al Smith. On the other hand, New Yorkers such as Tilden, Cleveland, Hughes and Dewey found their opposition to Tammany a great national asset. The infamous attack upon Victor Riesel may well have very important political repercussions. Seldom has an underworld attack so moved the conscience of the city of New York. The bitter feeling thus engendered will put in motion a wave of resentment against all interference by labor leaders in politics. It will be said, as a New York newspaper already has pointed out, that unless labor is able to govern itself, it is in a poor position to dictate the political destinies of the State, the nation and the world. * Aside from all collateral considerations, the misfortune that has befallen Victor Riesel is indeed tragic. As a fellow journalist, I could hardly pay a higher tribute than to say that Riesel comes closer to indispensability than any other writer in the field of journalism. His material is unique because his entire background prepared him to report on labor affairs. His articles have been meaty, fair and utterly courageous. It is good news that the public will still be able to read them. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",labor,"8+ mentions of labor, labor movement, and labor leaders.",other,NA,politics,"Multiple mentions of political, candidates, nomination, primary, and campaign",
1956-04-17_166910108_1_page0.txt,1956-04-17,1956,THE GREAT UNTAUGHT,"THE GREAT UNTAUGHT BY RAYMOND MOLEY Some time ago in this column I described the almost unbelievable lack of knowledge of her government in a high school student whose standing in her classes was of the best. She was able to say that the Fifth Amendment meant that ""you don't have to say you are a Communist,"" but she did not know what the Fifth Amendment was an amendment of. She knew nothing of the Bill of Rights or of the Constitution itself. But her current-events teacher (a college graduate from Michigan and an admirer of Gov. Mennen Williams) was teaching the children all about the French problems in North Africa and segregation in the South. ★ Now there comes to hand an interesting account of a poll taken in a large institution in this country to determine how much college students knew of their own government. This was published in the bulletin of an organization known as the Citizenship Clearing House of New York University, which is interested in stimulating college students to take more interest in politics. I do not care to name the college or the State in which it is located. The poll covered 1550 undergraduate students, men and women. Three questions were submitted which were intended to test the student's knowledge of national, State, and international affairs. On the national level, the students were asked to identify by name their U.S. Senators, their Congressmen, and the Secretaries of State and Commerce in Washington. Students answering were marked ""well informed"" if they could name four; average if they could name two, and poor if they could name one or none. Only 18% could name four; 55% could name only two, and 27% could name only one or none at all. ★ It should be said that both the Senators in the State where the overwhelming majority of the students live have been in office a considerable time, and one of the two is an outstanding figure in his party. In fact, he is prominently discussed in connection with the Presidency or Vice-Presidency. The poll results show that the women students were somewhat more poorly informed than the men. On the State level, the students were asked to name the Governor and Lieutenant Governor, their State Senators, and Assemblymen. Of course, it can be taken for granted that almost nobody knows his representative in the State Legislature. But in this case, 71% could not name more than one of these officials. The international question: ""Who is the Russian Premier?"" ""Thirty-two per cent were unable to name Bulganin. ★ In the light of this deplorable state of ignorance among people who are privileged to go to college and perhaps to consider themselves the intellectual elite, the resolution of the American Association of University Professors that Communists and Fifth Amendment refugees should be allowed to teach comes with poor grace. It might be suggested to the 37,000 members of that allegedly learned body of American educators that, before they have a right to discuss the qualifications of teachers, they indicate a bit more competence in what they themselves are doing. Perhaps, indeed, the ignorance thus revealed among students is merely a reflection of the benighted state of the professors. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",other,No categories met the 3-mention threshold.,other,NA,politics,"3 mentions of politics, senators, congressmen, and party",
1956-04-19_166931315_1_page0.txt,1956-04-19,1956,FARM VOTE CRISIS?,"FARM VOTE CRISIS? BY RAYMOND MOLEY For months we have been hearing about a seething revolt among the farmers all over the area between the Appalachians and the Rockies. We have been told that frantic calls for help at any price have been coming from Republican Party leaders to the White House and to the national committee in Washington. A bit of inquiry, salted with a pinch of common sense, convinced me that there is no such party crisis. The ""farm vote"" is, of course, not the least, but it is certainly not the greatest of the President's reelection problems. To be sure, the primary votes in Minnesota, Wisconsin and Illinois have done something to allay anxiety. ★ In Wisconsin the normal Republican vote seemed safe except in the area near the Minnesota border in which has always been inclined to the radical tendencies characteristic of rural Minnesota and North Dakota. In Illinois the results indicate a fairly normal Republican vote in the south and a normal Democratic vote in Chicago. The big Eisenhower vote in Milwaukee was gathered with no apparent effort by the Republican organization. However, my feeling that the importance of the farm vote and, consequently, the farm ""revolt"" are greatly exaggerated is not derived from these scattered primary results, but from an examination of that grim record of all human affairs—the census. The conclusion is that the farm vote is far less important numerically than is assumed even by seasoned politicians. As everyone knows, the census tells us that the ""farm population"" has been declining relatively at a terrific rate. In 1940 it was 30,000,000, or 23% of the total population of the United States. In 1950 it declined to 25,000,000, or 16%. In 1955 it slid to 21,700,000, or 13% per cent. This drop in 15 years, from 23 to 13%, throws all comparisons of voting with past farm ""crises"" into the discard. But if Republicans wish to evaluate the farm vote they should deduct from the 21,700,000 the approximately 44% of those people who live in the South and who are in general Democrats. That leaves 12,000,000 in the 36 States in the North and West. Let us estimate that twothirds of these people are in Republican families. That leaves 8,000,000. But only two-thirds of these are old enough to vote. That leaves 5,300,000. Finally, after applying a conservative deduction of 40% stay-at-homes (the absentee vote is generally higher), we have a little more than 3,000,000 who must be reckoned as active farm Republicans. Various tests show that as of this date Eisenhower will not lose more than 25% of the people who voted for him in 1952. That means a possible loss of less than 1,000,000 scattered over 36 States. But you will be told that the farm vote is not all that farm distress will lose. How about the shopkeepers, etc., in the towns and cities who depend upon the farm trade? ★ On this point I offer the result of a straw vote which over the years has been quite reliable. It was taken in Shenandoah, Ia., by Radio Station KMA of that city and covered 1523 people who were in town at a merchandise show. Over all, the preferences were 983 Eisenhower, 317 Kefauver, 129 Stevenson, 48 Truman, 21 Harriman, 3 Symington (Shenandoah is close to Symington’s State) and 1 Marlon Brando. The voters living in the city preferred Eisenhower over Kefauver, 558-116. Those living on farms preferred Eisenhower over Kefauver, 250-156. This would seem to indicate that the townspeople, even in a city in a farming region, are still for Eisenhower. There will be some losses in farm regions and a few Congressmen may be in danger. But the real fight will be for the urban vote this year. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",other,No categories met the 3-mention threshold.,voter_turnout,13 mentions of specific voter participation and turnout rates,politics,"Multiple mentions of vote, election, primary, republican, and democratic",
1956-04-25_166936535_1_page0.txt,1956-04-25,1956,HEALTH ISSUE,"HEALTH ISSUE BY RAYMOND MOLEY It is quite apparent that Democratic leaders will persist in making attacks upon the health-preserving routine which the President's doctors have prescribed and which the President, with an honesty and frankness never equaled, described to the country. Only last week Democratic Chairman Paul M. Butler offered the following comment. ""The American public is making it clear that it does not want a part-time President. I, for one, am shocked at the President going off on another golfing holiday in the midst of the Middle East war crisis."" * With variations, this sort of thing may be expected from all leaders of Chairman Butler's party. It is not likely, however, as the full truth and wisdom of protecting the President's health—in fact, any President's health—are made clear, that the American public will have any reservations. For the prescription offered for the maintenance of the President's health is simply what ought to be followed by any man of 60 or more. In that connection, the wife of a New York physician, Richard Boies Stark, has brought to my attention a most interesting address made in 1929 by Dr. Seale Harris of Birmingham, Ala., before the Medical Society of Virginia. (The address is printed in the Virginia medical Monthly, January, 1920.) Dr. Harris discussed at some length the health of Presidents and measures taken to protect them against the rigors of their office. He said that when he saw and heard Woodrow Wilson in 1911, ""we feared that he would not have the physical strength to live through even one term as President of the United States. The impression that Woodrow Wilson was not a strong man physically was later confirmed by information obtained... from confidential conversations with his physician, Adm. Grayson."" * Later, after Wilson had been in the White House a year, Dr. Harris saw him again and was impressed by his ""look of rugged health."" Wilson told him that his well-being came from following the orders of Adm. Grayson. So Dr. Harris asked Adm. Grayson what he had prescribed. The routine prescribed was: ""1—Nine hours' rest in bed at night. ""2—A few minutes' physical setting-up exercise before the morning bath. ""3—A carefully regulated diet, eliminating cane sugar and its products entirely. ""4—One hour rest period at noon. ""5—Not more than eight hours work a day. ""6—A walk or ride in the open air and sunlight every day. ""7—Golf two or three afternoons a week."" This routine thus prescribed was followed for six years until the peace conference and its rugged aftermath. The tragic result afterward we all know. * The question is whether the routine prescribed for the Republican President Eisenhower differs in any marked way from the precautions prescribed for the Democratic President Wilson. I fail to find any substantial difference except for the more restricted diet prescribed for Wilson and the hour's rest at noon instead of the half-hour for Eisenhower. So far as golf is concerned, it is merely a different arrangement of time. We may hope that when Chairman Butler gets a little older he not only will have something more important to say but will himself recognize the wisdom of preserving one's health. We fear, however, that the chairman may not live to be 60 unless he calms down. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",other,No categories met the 3-mention threshold.,other,NA,politics,"3 mentions of political, president, and party",
1956-05-04_166942067_1_page0.txt,1956-05-04,1956,SPENDING RACE,"SPENDING RACE BY RAYMOND MOLEY Before this Congress completes its labors this summer, we taxpayers may be asking ourselves whether we can really afford Presidential elections. For this one promises to be the most expensive in history. Both parties are recklessly bidding for our votes— with our money. The race began with the President's budget in January. It seemed at that time that the administration was attempting to accomplish two ends by proposing very large and expensive programs in highway construction, agricultural subsidies, school building, health, welfare, and natural resources development. The magnitude of the proposed outlays suggested that the administration was attempting, first, to get credit for any new services and benefits that might be granted by Congress; second, to prevent a Democratic attempt to cut taxes on small incomes only. Despite heavy spending in the present fiscal year, ending June 30, a small margin of surplus was predicted. Nevertheless, the President recommended the extension of two taxes which were scheduled to expire—the ""temporary"" increase in corporation taxes, and certain excises. Twice the Secretary of the Treasury has warned that spending will be higher than was anticipated. * But the prospect of record-breaking April tax payments has whetted the appetite of Democrats for tax cuts, and Sen. Kerr proposes the increase of individual exemptions from $600 to $700 this year and to $800 next year. The more disturbing prognosis is not what will happen this year but what will be in store for the fiscal year beginning on July 1. Most of the big programs, if enacted, will fall into that period. There is the soil bank program, the highway program and Social Security additions. The school building program would begin in fiscal 1957, but that is likely to be stymied on the segregation issue. Then there are the big annual appropriation bills. Six of those have been passed with a total considerably in excess of the President's requests. This reverses a practice which began in 1953 when the House of Representatives was more thrifty than the President and very materially cut his requests. Finally, the big money bills are still to come. Foreign aid is likely to be very large and, with Democrats claiming that the administration is starving defense, another billion is likely to be added to the President's requests. * Not the least of the grabs at the Treasury are a series of bills sponsored by Senators from mining States continuing the buying of a whole series of minerals for defense stockpiling. These are not essential, because stockpiles are already in existence sufficient to fight a couple of world wars. They are plain and simple subsidies of industries which have been enjoying recordbreaking prosperity for some years. Meanwhile, many other projects are coming out of the Congressional woodwork. Everyone seems to have friends in Washington—except the taxpayer. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",economy,"20+ mentions of taxes, spending, budget, and other economic policies.",other,NA,politics,"Multiple mentions of elections, parties, votes, politicians, and political strategy",
1956-05-08_166912917_1_page0.txt,1956-05-08,1956,INSURING ATOMS,"INSURING ATOMS BY RAYMOND MOLEY Sen. Clinton Anderson, chairman of the Joint Congressional Committee on Atomic Energy, has announced that he plans to hold hearings during the week of May 14 on a bill to provide Federal liability insurance up to $500,000,000 against any major atomic reactor accident that might spread injurious materials over a wide area. The Senator has communicated his plan to companies which are engaged in constructing or are planning to construct reactors for the generation of electricity. Presumably the insurance companies which may be interested will also be heard at that time. After a good deal of consideration, insurance companies have indicated that they would be willing to act as a group to provide underwriting up to $65,000,000. The Anderson proposal would have the Federal government take over beyond that amount. The Senator recognizes that even $500,000,000 might be inadequate and would have any damages beyond that provided for by special legislation. In the production of atomic power there are, in addition to the normal risks of experimental enterprise, safety hazards which are as yet unknown. Each new power reactor differs from earlier ones. What has been learned about past design and experience does not wholly apply to projects for the future, and the AEC has been notably cautious in approving permits for construction. Dr. Frank Pittman of the AEC characterized a reactor as ""potentially a dangerous beast"" and added: ""We won't be hurried."" Beyond the localized dangers involved in the production of atomic power is another, incalculable threat. While a reactor accident might not release widespread radioactivity, the release of lethal gas or smoke is not impossible. That could affect a considerable area and endanger a great many people. It is that contingency that underlies the need of disaster insurance in an amount never before calculated. Under the circumstances, an electric company might be faced with damage claims far beyond its resources. It simply could not afford the risk, however important the new means of generating power might be. On the other hand, insurance companies have no history to use as a guide in assuming atomic risks. Even when they act as a group, then possible losses are formidable. In this instance the government with its enormous resources would seem to be the only means of spreading a risk involving great and indeterminate liabilities. Later, as experience accumulates, the burden can be taken over by private companies. Above all, the introduction of atomic energy into civilian industry should not be delayed. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.",business,11+ mentions of companies and industry.,other,NA,other,NA,
1956-05-15_166921781_1_page0.txt,1956-05-15,1956,PLANNED THAT WAY?,"It was during the late Franklin D. Roosevelt's exuberant first term that, in a moment of casual optimism, the President coined the expression ""We planned it that way."" It was in that term that, at his insistence, the Social Security Act was passed. Presumably, that was to be a prize specimen of planning, not only for the present but for the future. The illusion in that system was that a wise and provident present would lay aside for an unknown future. The fact is that the irresponsible present is throwing the burden on the future. Let us consider the facts. It is obvious in the first place that people now receiving old age and survivors benefits have not ""bought"" what they are getting with what they paid into the system. But if those benefits were determined by need (which they are not), they could be a reasonable means of helping people who were born too early to begin their payments. But the case is worse than that. According to an analysis made by the Social Security Administration itself, a married man who entered employment covered by Old Age and Survivors Insurance (OASI) at the age of 60 in 1955 and who earned $100 a month would have to pay slightly more than $167 a month (or more than he earned) for five years to obtain the same potential benefits which he and his employer are now paying only $4 a month to obtain. This means that he will get a windfall of $9800.90, which is the difference between what he will pay in, $240, and what he will get, $10,040.90. Now let us consider this collectively. According to the Social Security Administration, the OASI unfunded accrued liability was between $244 billion and $270 billion in December, 1954. That simply means that at that moment the amount that the government would owe in promised benefits, less the expected contributions, exceeded the money in the Social Security ""trust"" fund by around a quarter of a trillion dollars. That, ladies and gentlemen, is the discrepancy between what a ""liberal"" government promised at the time and the actual facts. That huge deficiency will have to be supplied by our children, born and as yet unborn. That is what we are leaving behind for future generations to pay. A gentleman who knows as an expert, W. Rulon Williamson, who served the Social Security Board for 10 years as chief actuarial consultant, said this before a committee of this Congress: ""It is impossible to foretell costs either absolutely or relatively. But the 1955 outlay was more than five times the amount set down in 1935 as the expected 1955 burden... the method of presenting potential costs is subject to giving an unwarranted assumption of definiteness as to the road ahead."" The government, Mr. Williamson continued, has been ""minimizing the seriousness of bequeathing great liabilities instead of assets."" In less polite terms, this means that the government has not only been conducting phony financial fandangos but lying about it. Mr. Williamson concludes that ""the unfairness to our future citizens must bring some sort of reaction, if those citizens have any grasp of what we are doing to them."" That is a big ""if."" It might suggest that Johnny ought to learn to read the fine print in our Social Security reports.",economy,4 mentions of financial and costs.,other,NA,other,NA,
