"","filename","category","explanation"
"30","1956-04-25_166936535_1_page0.txt","politics","3 mentions of president; 2 mentions of chairman; 1 mention of democratic leaders"
"31","1956-05-04_166942067_1_page0.txt","politics","1 mention of presidential elections; 2 mentions of democrats; 2 mentions of senators"
"32","1956-05-08_166912917_1_page0.txt","other",NA
"33","1956-05-15_166921781_1_page0.txt","other",NA
"34","1956-05-18_166972318_1_page0.txt","politics","5 mentions of eisenhower; 4 mentions of candidate; 2 mentions of stevenson"
"35","1956-05-23_166967752_1_page0.txt","other",NA
"36","1956-05-24_166952012_1_page0.txt","other",NA
"37","1956-05-29_166942378_1_page0.txt","politics","1 mention of election year; 2 mentions of political activity; 1 mention of elect"
"38","1956-05-31_166955164_1_page0.txt","other",NA
"39","1956-06-06_166953689_1_page0.txt","politics","14 mentions of candidate; 13 mentions of vote; 11 mentions of election"
"40","1956-06-07_166972889_1_page0.txt","politics","2 mentions of president; 1 mention of vice president; 1 mention of political debt"
"41","1956-06-12_166965487_1_page0.txt","politics","14 mentions of democratic candidates; 13 mentions of vote; 11 mentions of republican"
"42","1956-06-13_166981229_1_page0.txt","politics","1 mention of pre-election; 1 mention of politically conscious"
"43","1956-06-14_166942731_1_page0.txt","politics","4 mentions of candidate; 2 mentions of election; 2 mentions of vote"
"44","1956-06-19_166927499_1_page0.txt","politics","1 mention of republican senators; 1 mention of congressmen; 1 mention of sen morse"
"45","1956-06-21_166961475_1_page0.txt","politics","3 mentions of president; 1 mention of partisan; 1 mention of serve another term"
"46","1956-06-26_166936987_1_page0.txt","politics","8 mentions of candidate; 7 mentions of democratic; 6 mentions of sen symington"
"47","1956-07-02_166987194_1_page0.txt","politics","2 mentions of democratic party; 1 mention of political action; 1 mention of elected"
"48","1956-07-03_166977307_1_page0.txt","politics","4 mentions of political; 4 mentions of candidate; 2 mentions of endorsement"
"49","1956-07-05_166973311_1_page0.txt","other",NA
"50","1956-07-11_166959354_1_page0.txt","politics","1 mention of democrats; 1 mention of sen douglas; 1 mention of walter reuther"
"51","1956-07-17_166984053_1_page0.txt","politics","2 mentions of sen; 1 mention of democrats; 1 mention of rep"
"52","1956-07-20_166968775_1_page0.txt","politics","5 mentions of politicians; 4 mentions of voters; 2 mentions of politics"
"53","1956-07-25_166961624_1_page0.txt","politics","2 mentions of political action; 1 mention of parties; 1 mention of campaign"
"54","1956-07-26_166959488_1_page0.txt","politics","11 mentions of vote; 7 mentions of republican; 7 mentions of governor"
"55","1956-07-30_166962149_1_page0.txt","other",NA
"56","1956-08-07_166977911_1_page0.txt","politics","4 mentions of poll; 3 mentions of democrats; 2 mentions of election"
"57","1956-08-09_167000759_1_page0.txt","politics","15 mentions of kefauver; 6 mentions of nomination; 5 mentions of campaign"
"58","1956-08-11_166987545_1_page0.txt","politics","3 mentions of votes; 3 mentions of elect; 1 mention of voters"
"59","1956-08-14_166967202_1_page0.txt","politics","9 mentions of vote; 8 mentions of candidate; 5 mentions of eisenhower"
"60","1956-08-17_166972775_1_page0.txt","politics","9 mentions of nixon; 7 mentions of votes; 4 mentions of candidate"
"61","1956-08-20_167030467_1_page0.txt","politics","2 mentions of roosevelt; 1 mention of politics; 1 mention of candidate for president"
"62","1956-08-21_167026995_1_page0.txt","politics","3 mentions of political action; 2 mentions of election; many mentions of party"
"63","1956-08-22_167024006_1_page0.txt","politics","11 mentions of party; 11 mentions of president; 9 mentions of eisenhower"
"64","1956-08-28_166992768_1_page0.txt","politics","7 mentions of nixon; 6 mentions of party government; 5 mentions of president"
"65","1956-08-31_166992300_1_page0.txt","politics","7 mentions of republican party; 7 mentions of president; 1 mention of campaign"
"66","1956-09-04_166989848_1_page0.txt","politics","2 mentions of campaign; 2 mentions of presidential; 1 mention of vice presidential candidates"
"67","1956-09-05_166996171_1_page0.txt","politics","many mentions of politics; 9 mentions of election; 6 mentions of campaign"
"68","1956-09-07_167016888_1_page0.txt","politics","7 mentions of election; 6 mentions of president; 5 mentions of democrats"
"69","1956-09-11_167036433_1_page0.txt","politics","3 mentions of election; 3 mentions of candidate; 1 mention of politicians"
"70","1956-09-15_167014181_1_page0.txt","politics","4 mentions of election; 7 mentions of republican party; 1 mention of campaign"
"71","1956-09-18_167011196_1_page0.txt","politics","2 mentions of political; 1 mention of politics; 1 mention of campaign"
"72","1956-09-21_167021069_1_page0.txt","politics","8 mentions of election; many mentions of vote; many mentions of democratic party"
"73","1956-09-24_166996599_1_page0.txt","politics","2 mentions of election; 4 mentions of registration; many mentions of republican"
"74","1956-09-26_167002293_1_page0.txt","politics","7 mentions of election; 9 mentions of magnuson; 3 mentions of primary"
"75","1956-09-29_166981483_1_page0.txt","politics","3 mentions of vote; 1 mention of republican campaign; 2 mentions of candidate"
"76","1956-10-02_167003681_1_page0.txt","politics","many mentions of president; many mentions of republican party; many mentions of eisenhower"
"77","1956-10-04_167015295_1_page0.txt","politics","3 mentions of election; 2 mentions of politicians; 2 mentions of voters"
"78","1956-10-06_166998763_1_page0.txt","politics","7 mentions of election; 5 mentions of candidate; 4 mentions of political"
"79","1956-10-08_167016859_1_page0.txt","politics","many mentions of stevenson; many mentions of truman administration; many mentions of eisenhower administration"
"80","1956-10-09_167023665_1_page0.txt","politics","many mentions of democratic; many mentions of republican; many mentions of governor"
"81","1956-10-12_166981548_1_page0.txt","politics","4 mentions of president; 2 mentions of political; 1 mention of political campaign"
"82","1956-10-13_167046648_1_page0.txt","politics","many mentions of vote; many mentions of elections; many mentions of polls"
"83","1956-10-16_167027617_1_page0.txt","politics","many mentions of democratic; many mentions of republican; many mentions of election"
"84","1956-10-18_167040314_1_page0.txt","politics","many mentions of president; many mentions of republican party; many mentions of political"
"85","1956-10-20_167038525_1_page0.txt","politics","many mentions of kefauver; many mentions of vote; many mentions of senate"
"86","1956-10-23_167022818_1_page0.txt","politics","many mentions of kefauver; many mentions of vote; many mentions of senate"
"87","1956-10-27_167015426_1_page0.txt","politics","many mentions of senator; many mentions of president; many mentions of republican"
"88","1956-10-31_167008470_1_page0.txt","politics","many mentions of political activities; many mentions of election; many mentions of candidate"
"89","1956-11-02_167062796_1_page0.txt","politics","7 mentions of election; 6 mentions of democrats; 2 mentions of nixon"
"90","1956-11-06_167070736_1_page0.txt","politics","3 mentions of campaign; many mentions of stevenson; many mentions of eisenhower"
"91","1956-11-09_167008316_1_page0.txt","other",NA
"92","1956-11-10_166980142_1_page0.txt","politics","many mentions of election; many mentions of party; many mentions of republican party"
"93","1956-11-13_167052081_1_page0.txt","politics","many mentions of election; many mentions of party; many mentions of republican party"
"94","1956-11-17_167080687_1_page0.txt","politics","many mentions of prediction; many mentions of election; many mentions of candidates"
"95","1956-11-20_167074206_1_page0.txt","politics","many mentions of democratic; many mentions of republican party; many mentions of election"
"96","1956-11-22_167062881_1_page0.txt","politics","many mentions of campaign; many mentions of election; many mentions of political education"
"97","1956-11-23_167025776_1_page0.txt","politics","5 mentions of campaign; 4 mentions of election; 4 mentions of president"
"98","1956-11-27_167054824_1_page0.txt","politics","2 mentions of campaign; 2 mentions of voters; 1 mention of election"
"99","1956-11-29_167015571_1_page0.txt","politics","5 mentions of election; 4 mentions of republican; 3 mentions of party"
"100","1956-11-30_167046802_1_page0.txt","other",NA
"101","1956-12-07_167005914_1_page0.txt","politics","many mentions of political activities; many mentions of election; many mentions of campaign"
"102","1956-12-12_167107864_1_page0.txt","politics","many mentions of vote; many mentions of elections; many mentions of polls"
"103","1956-12-14_166991089_1_page0.txt","politics","many mentions of democratic parties; many mentions of election; many mentions of campaign"
"104","1956-12-18_167049731_1_page0.txt","politics","2 mentions of campaign; 1 mention of voters; 1 mention of president roosevelt"
"105","1956-12-20_167045451_1_page0.txt","politics","many mentions of voters; many mentions of election; many mentions of voting"
"106","1956-12-22_167097904_1_page0.txt","politics","many mentions of nixon; many mentions of president; many mentions of stassen"
"107","1956-12-26_167013872_1_page0.txt","other",NA
"108","1956-12-27_166981449_1_page0.txt","politics","1 mention of political ideas; 1 mention of president truman; 1 mention of political head"
