"","filename","category","explanation"
"38","1956-06-06_166953689_1_page0.txt","voter_turnout","2 mentions of votes"
"39","1956-06-07_166972889_1_page0.txt","other",NA
"40","1956-06-12_166965487_1_page0.txt","voter_turnout","3 mentions of votes, 1 election returns, 1 demographic breakdowns, 1 numerical quantities"
"41","1956-06-13_166981229_1_page0.txt","other",NA
"42","1956-06-14_166942731_1_page0.txt","voter_turnout","6 mentions of election outcomes, 2 Get-out-the-vote efforts, 1 barriers to voting, 1 numerical quantities"
"43","1956-06-19_166927499_1_page0.txt","other",NA
"44","1956-06-21_166961475_1_page0.txt","other",NA
"45","1956-06-26_166936987_1_page0.txt","other",NA
"46","1956-07-02_166987194_1_page0.txt","other",NA
"47","1956-07-03_166977307_1_page0.txt","voter_turnout","2 mentions of Get-out-the-vote efforts"
"48","1956-07-05_166973311_1_page0.txt","other",NA
"49","1956-07-11_166959354_1_page0.txt","other",NA
"50","1956-07-17_166984053_1_page0.txt","other",NA
"51","1956-07-20_166968775_1_page0.txt","voter_turnout","2 mentions of votes/voters, 1 demographic breakdowns, 1 Get-out-the-vote effort"
"52","1956-07-25_166961624_1_page0.txt","other",NA
"53","1956-07-26_166959488_1_page0.txt","voter_turnout","2 mentions of votes, 1 election margin"
"54","1956-08-07_166977911_1_page0.txt","voter_turnout","2 mentions of polls, 1 demographic breakdowns"
"55","1956-08-09_167000759_1_page0.txt","other",NA
"56","1956-08-11_166987545_1_page0.txt","voter_turnout","1 mention of votes, 1 amount of people participating, 1 barriers to voting"
"57","1956-08-14_166967202_1_page0.txt","voter_turnout","6 mentions of demographic breakdowns of voter participation"
"58","1956-08-17_166972775_1_page0.txt","voter_turnout","4 mentions of votes/voters, 3 mentions of polls, 1 numerical quantities"
"59","1956-08-20_167030467_1_page0.txt","other",NA
"60","1956-08-21_167026995_1_page0.txt","voter_turnout","7 mentions of Get-out-the-vote efforts, 2 demographic breakdowns, 1 voter registration drives"
"61","1956-08-22_167024006_1_page0.txt","voter_turnout","2 mentions of Get-out-the-vote efforts"
"62","1956-08-28_166992768_1_page0.txt","other",NA
"63","1956-08-31_166992300_1_page0.txt","other",NA
"64","1956-09-04_166989848_1_page0.txt","other",NA
"65","1956-09-05_166996171_1_page0.txt","voter_turnout","7 mentions of Get-out-the-vote efforts, 1 voters, 1 voter participation, 1 voter turnout"
"66","1956-09-07_167016888_1_page0.txt","other",NA
"67","1956-09-11_167036433_1_page0.txt","other",NA
"68","1956-09-15_167014181_1_page0.txt","voter_turnout","8 mentions of Get-out-the-vote efforts"
"69","1956-09-18_167011196_1_page0.txt","other",NA
"70","1956-09-21_167021069_1_page0.txt","voter_turnout","7 mentions of Get-out-the-vote efforts, 5 numerical quantities/votes, 2 voter turnout"
"71","1956-09-24_166996599_1_page0.txt","voter_turnout","4 mentions of voter registration statistics, 3 numerical quantities, 2 Get-out-the-vote efforts, 1 demographic breakdowns, 1 voter access issues"
"72","1956-09-26_167002293_1_page0.txt","voter_turnout","3 mentions of votes, 3 mentions of voters, 2 Get-out-the-vote efforts, 1 voter turnout rates"
"73","1956-09-29_166981483_1_page0.txt","voter_turnout","4 mentions of Get-out-the-vote efforts, 1 demographic breakdowns"
"74","1956-10-02_167003681_1_page0.txt","voter_turnout","4 mentions of Get-out-the-vote efforts, 2 demographic breakdowns, 1 voter registration statistics, 1 polls, 1 voter turnout rates"
"75","1956-10-04_167015295_1_page0.txt","voter_turnout","5 mentions of Get-out-the-vote efforts, 1 voter registration, 1 voter turnout rates"
"76","1956-10-06_166998763_1_page0.txt","voter_turnout","2 mentions of Get-out-the-vote efforts, 1 voter registration drives"
"77","1956-10-08_167016859_1_page0.txt","other",NA
"78","1956-10-09_167023665_1_page0.txt","voter_turnout","1 mention of voter turnout rates, 1 mention of Get-out-the-vote efforts"
"79","1956-10-12_166981548_1_page0.txt","other",NA
"80","1956-10-13_167046648_1_page0.txt","voter_turnout","14 numerical quantities, 6 barriers to voting, 6 voter turnout rates, 4 amount of people participating, 1 absentee voting, 1 Get-out-the-vote effort, 1 voter registration, 1 demographic breakdowns"
"81","1956-10-16_167027617_1_page0.txt","voter_turnout","4 mentions of numerical quantities, 3 mentions of Get-out-the-vote efforts, 1 mention of voter turnout rates"
"82","1956-10-18_167040314_1_page0.txt","voter_turnout","3 mentions of Get-out-the-vote efforts, 5 mentions of numerical quantities/statistics"
"83","1956-10-20_167038525_1_page0.txt","voter_turnout","2 mentions of votes/voters"
"84","1956-10-23_167022818_1_page0.txt","voter_turnout","2 mentions of votes, 2 numerical quantities/voting"
"85","1956-10-27_167015426_1_page0.txt","voter_turnout","5 mentions of numerical quantities/statistics"
"86","1956-10-31_167008470_1_page0.txt","voter_turnout","6 mentions of Get-out-the-vote efforts, 2 mentions of votes, 1 mention of voter registration"
"87","1956-11-02_167062796_1_page0.txt","other",NA
"88","1956-11-06_167070736_1_page0.txt","voter_turnout","1 mention of voting patterns, 1 mention of numerical quantities/statistics"
"89","1956-11-09_167008316_1_page0.txt","other",NA
"90","1956-11-10_166980142_1_page0.txt","voter_turnout","4 mentions of voters, 4 mentions of Get-out-the-vote efforts, 2 mentions of demographic breakdowns"
"91","1956-11-13_167052081_1_page0.txt","voter_turnout","4 mentions of demographic breakdowns, 2 mentions of numerical quantities/statistics, 1 mention of Get-out-the-vote efforts"
"92","1956-11-17_167080687_1_page0.txt","voter_turnout","6 mentions of numerical quantities/election predictions/polls"
"93","1956-11-20_167074206_1_page0.txt","voter_turnout","5 mentions of Get-out-the-vote efforts, 4 mentions of demographic breakdowns, 1 mention of voting behavior"
"94","1956-11-22_167062881_1_page0.txt","voter_turnout","8 mentions of Get-out-the-vote efforts, 2 mentions of numerical quantities/votes, 1 mention of transporting voters to polls"
"95","1956-11-23_167025776_1_page0.txt","voter_turnout","2 mentions of polls/surveys, 2 mentions of numerical quantities/election predictions"
"96","1956-11-27_167054824_1_page0.txt","voter_turnout","1 mention of Get-out-the-vote efforts, 2 mentions of polls, 2 mentions of voters"
"97","1956-11-29_167015571_1_page0.txt","voter_turnout","1 mention of numerical quantities, 2 mentions of Get-out-the-vote efforts"
"98","1956-11-30_167046802_1_page0.txt","other",NA
"99","1956-12-07_167005914_1_page0.txt","voter_turnout","4 mentions of Get-out-the-vote efforts, 1 mention of voting"
"100","1956-12-12_167107864_1_page0.txt","voter_turnout","14 numerical quantities, 6 barriers to voting, 6 voter turnout rates, 4 amount of people participating, 1 absentee voting, 1 Get-out-the-vote effort, 1 voter registration, 1 demographic breakdowns"
"101","1956-12-14_166991089_1_page0.txt","voter_turnout","1 mention of Get-out-the-vote efforts, 1 numerical quantity"
"102","1956-12-18_167049731_1_page0.txt","voter_turnout","1 mention of voters, 7 demographic breakdowns, 1 numerical quantity"
"103","1956-12-20_167045451_1_page0.txt","voter_turnout","10 mentions of barriers to voting, 6 mentions of absentee voting, 4 mentions of voter registration, 2 mentions of voter suppression, 2 numerical quantities, 1 amount of people participating, 1 registration statistics"
"104","1956-12-22_167097904_1_page0.txt","voter_turnout","3 mentions of polls, 6 mentions of votes, 6 mentions of numerical quantities, 1 mention of Get-out-the-vote efforts"
"105","1956-12-26_167013872_1_page0.txt","other",NA
"106","1956-12-27_166981449_1_page0.txt","other",NA
