"","filename","category","explanation"
"33","1956-05-15_166921781_1_page0.txt","other",NA
"34","1956-05-18_166972318_1_page0.txt","politics","Multiple mentions of campaign, candidates, election, voters, and vote"
"35","1956-05-23_166967752_1_page0.txt","other",NA
"36","1956-05-24_166952012_1_page0.txt","other",NA
"37","1956-05-29_166942378_1_page0.txt","politics","3 mentions of election year, elect, and political activity"
"38","1956-05-31_166955164_1_page0.txt","other",NA
"39","1956-06-06_166953689_1_page0.txt","politics","Multiple mentions of election, senator, candidate, party, vote, and campaign"
"40","1956-06-07_166972889_1_page0.txt","other",NA
"41","1956-06-12_166965487_1_page0.txt","politics","Multiple mentions of election, candidates, vote, party, and political strategies"
"42","1956-06-13_166981229_1_page0.txt","other",NA
"43","1956-06-14_166942731_1_page0.txt","politics","Multiple mentions of nomination, presidency, democratic, election, vote, and candidate"
"44","1956-06-19_166927499_1_page0.txt","politics","3 mentions of political process, party, election, and reelection"
"45","1956-06-21_166961475_1_page0.txt","politics","3 mentions of partisan, president, and run again"
"46","1956-06-26_166936987_1_page0.txt","politics","Multiple mentions of candidates, presidential, campaign, and democratic convention"
"47","1956-07-02_166987194_1_page0.txt","politics","3 mentions of presidential year, democratic party, elected, and political action"
"48","1956-07-03_166977307_1_page0.txt","politics","Multiple mentions of candidate, presidential, election, democratic, and political"
"49","1956-07-05_166973311_1_page0.txt","other",NA
"50","1956-07-11_166959354_1_page0.txt","politics","3 mentions of politicians, president, and nixon"
"51","1956-07-17_166984053_1_page0.txt","other",NA
"52","1956-07-20_166968775_1_page0.txt","politics","Multiple mentions of campaign, candidates, politicians, votes, and politics"
"53","1956-07-25_166961624_1_page0.txt","politics","3 mentions of parties, republican party, campaign, and political"
"54","1956-07-26_166959488_1_page0.txt","politics","Multiple mentions of politics, republican, democrat, election, campaign, and vote"
"55","1956-07-30_166962149_1_page0.txt","other",NA
"56","1956-08-07_166977911_1_page0.txt","politics","Multiple mentions of political party, polls, election, candidate, and voters"
"57","1956-08-09_167000759_1_page0.txt","politics","Multiple mentions of candidacy, candidate, nomination, election, and political party"
"58","1956-08-11_166987545_1_page0.txt","politics","Multiple mentions of elect, votes, voters, parties, and election"
"59","1956-08-14_166967202_1_page0.txt","politics","Multiple mentions of votes, election, political, candidate, and democratic"
"60","1956-08-17_166972775_1_page0.txt","politics","Multiple mentions of poll, voters, candidates, election, and political party"
"61","1956-08-20_167030467_1_page0.txt","politics","3 mentions of party, candidate, president, and politics"
"62","1956-08-21_167026995_1_page0.txt","politics","Multiple mentions of nominations, election, political action, candidate, and vote"
"63","1956-08-22_167024006_1_page0.txt","politics","Multiple mentions of convention, campaigns, party, candidates, and election"
"64","1956-08-28_166992768_1_page0.txt","politics","Multiple mentions of republican party, president, candidate, vote, and party government"
"65","1956-08-31_166992300_1_page0.txt","politics","Multiple mentions of speech, party, republican, campaign, and political appeals"
"66","1956-09-04_166989848_1_page0.txt","politics","3 mentions of campaign, candidates, presidential, and partisanship"
"67","1956-09-05_166996171_1_page0.txt","politics","Multiple mentions of candidate, election, president, party, and political"
"68","1956-09-07_167016888_1_page0.txt","politics","3 mentions of republicanism, president, candidate, and party"
"69","1956-09-11_167036433_1_page0.txt","politics","3 mentions of election, politicians, election year, and candidate"
"70","1956-09-15_167014181_1_page0.txt","politics","Multiple mentions of election, republican, democratic, party, and political"
"71","1956-09-18_167011196_1_page0.txt","politics","3 mentions of politics, campaign, and political leader"
"72","1956-09-21_167021069_1_page0.txt","politics","Multiple mentions of election, vote, political party, candidate, and polls"
"73","1956-09-24_166996599_1_page0.txt","politics","Multiple mentions of election, republican, democratic, party, and political"
"74","1956-09-26_167002293_1_page0.txt","politics","Multiple mentions of ticket, primary, election, republican, vote, and candidates"
"75","1956-09-29_166981483_1_page0.txt","politics","Multiple mentions of republican campaign, vote, republican, democratic, and primary"
"76","1956-10-02_167003681_1_page0.txt","politics","Multiple mentions of republican party, election, polls, campaign, and president"
"77","1956-10-04_167015295_1_page0.txt","politics","Multiple mentions of politicians, parties, election, voters, and candidates"
"78","1956-10-06_166998763_1_page0.txt","politics","Multiple mentions of politics, candidate, campaign, election, and presidential campaign"
"79","1956-10-08_167016859_1_page0.txt","politics","Multiple mentions of democratic candidate, president, administration, and votes"
"80","1956-10-09_167023665_1_page0.txt","politics","Multiple mentions of election, candidate, governor, senator, and political"
"81","1956-10-12_166981548_1_page0.txt","politics","3 mentions of political, president, campaign, and political ideas"
"82","1956-10-13_167046648_1_page0.txt","politics","Multiple mentions of election, political, vote, voters, and polling"
"83","1956-10-16_167027617_1_page0.txt","politics","Multiple mentions of election, democratic, republican, candidate, party, and campaign"
"84","1956-10-18_167040314_1_page0.txt","politics","Multiple mentions of republican party, political, nomination, and campaign"
"85","1956-10-20_167038525_1_page0.txt","politics","Multiple mentions of campaign, candidate, election, nomination, and political party"
"86","1956-10-23_167022818_1_page0.txt","politics","Multiple mentions of candidate (Kefauver), vote, president, and political doctrines"
"87","1956-10-27_167015426_1_page0.txt","politics","Multiple mentions of senators, voting record, republican, democratic, and election"
"88","1956-10-31_167008470_1_page0.txt","politics","Multiple mentions of political activities, candidate, nomination, election, and voters"
"89","1956-11-02_167062796_1_page0.txt","politics","Multiple mentions of democrats, republicans, elections, president, and candidate"
"90","1956-11-06_167070736_1_page0.txt","politics","Multiple mentions of campaign, election, candidate, political party, and voting"
"91","1956-11-09_167008316_1_page0.txt","other",NA
"92","1956-11-10_166980142_1_page0.txt","politics","Multiple mentions of election, gop, republican, democratic, party, and vote"
"93","1956-11-13_167052081_1_page0.txt","politics","Multiple mentions of election, republican party, president, democratic, and vote"
"94","1956-11-17_167080687_1_page0.txt","politics","Multiple mentions of election, predictions, campaign, candidates, and polling"
"95","1956-11-20_167074206_1_page0.txt","politics","Multiple mentions of party, democratic, republican, election, political arms, and candidates"
"96","1956-11-22_167062881_1_page0.txt","politics","Multiple mentions of political education, election, campaign, democratic party, and republican party"
"97","1956-11-23_167025776_1_page0.txt","politics","Multiple mentions of campaign, election, parties, candidates, and political"
"98","1956-11-27_167054824_1_page0.txt","politics","3 mentions of election, candidates, political arms, and voters"
"99","1956-11-29_167015571_1_page0.txt","politics","3 mentions of election, parties, republican, and political machine"
"100","1956-11-30_167046802_1_page0.txt","other",NA
"101","1956-12-07_167005914_1_page0.txt","politics","Multiple mentions of campaign, election, candidate, political activities, and vote"
"102","1956-12-12_167107864_1_page0.txt","politics","Multiple mentions of vote, elections, voters, polls, and political party"
"103","1956-12-14_166991089_1_page0.txt","politics","Multiple mentions of democratic, political party, election, candidates, and campaign"
"104","1956-12-18_167049731_1_page0.txt","politics","3 mentions of political, campaign, candidates, and political bosses"
"105","1956-12-20_167045451_1_page0.txt","other",NA
"106","1956-12-22_167097904_1_page0.txt","politics","Multiple mentions of candidacy, poll, vote, election, and political party"
"107","1956-12-26_167013872_1_page0.txt","other",NA
"108","1956-12-27_166981449_1_page0.txt","other",NA
