"","filename","category","explanation"
"68","1956-09-07_167016888_1_page0.txt","economy","2 reciprocal trade, 2 tariff, 1 comprehensive planning (river valleys), 1 social security, 1 bank deposits, 1 securities exchange act, 1 spending program"
"69","1956-09-11_167036433_1_page0.txt","economy","3 taxpayers, 3 spending, 2 federal government, 2 revenues, 1 national debt"
"70","1956-09-15_167014181_1_page0.txt","economy;labor classification","2 AFL-CIO, 2 labor unions, 2 labor, 2 prosperity, 1 economic matters"
"71","1956-09-18_167011196_1_page0.txt","other","No categories met the 2-mention threshold."
"72","1956-09-21_167021069_1_page0.txt","labor classification","4 CIO, 2 union men, 2 labor of the unions"
"73","1956-09-24_166996599_1_page0.txt","labor classification","2 organized labor, 1 labor"
"74","1956-09-26_167002293_1_page0.txt","business;labor classification","3 business, 2 labor unions, 2 organized labor, 1 Teamsters, 1 CIO"
"75","1956-09-29_166981483_1_page0.txt","business;economy;labor classification","2 lumber business, 1 textile business, 3 CIO, 2 workers, 2 tariff argument, 1 American textile industry, 1 Gatt"
"76","1956-10-02_167003681_1_page0.txt","business;economy","2 business, 2 profits, 1 national economy, 1 presidential victory"
"77","1956-10-04_167015295_1_page0.txt","economy;labor classification","3 economic burden, 2 employment, 2 AFL-CIO Committee on Political Education (COPE), 1 labor"
"78","1956-10-06_166998763_1_page0.txt","labor classification","2 labor’s political arms, 1 AFL-CIO Committee on Political Education (COPE)"
"79","1956-10-08_167016859_1_page0.txt","economy","2 federal government, 2 school needs, 2 appropriation, 1 cost, 1 federal action"
"80","1956-10-09_167023665_1_page0.txt","business;labor classification","2 major industries, 2 coal industry, 3 business community, 1 labor"
"81","1956-10-12_166981548_1_page0.txt","other","No categories met the 2-mention threshold."
"82","1956-10-13_167046648_1_page0.txt","other","No categories met the 2-mention threshold."
"83","1956-10-16_167027617_1_page0.txt","labor classification","2 CIO, 1 AFL, 1 labor is split"
"84","1956-10-18_167040314_1_page0.txt","labor classification","2 AFL-CIO Committee on Political Education (COPE), 2 party workers"
"85","1956-10-20_167038525_1_page0.txt","economy;labor classification","2 federal government, 2 government control, 1 federal employees, 1 American interests"
"86","1956-10-23_167022818_1_page0.txt","economy;labor classification","3 federal government, 2 taxes, 2 subsidies, 2 government control, 2 foreign competition, 2 American interests, 1 labor"
"87","1956-10-27_167015426_1_page0.txt","other","No categories met the 2-mention threshold."
"88","1956-10-31_167008470_1_page0.txt","business;labor classification","4 labor unions, 4 corporations, 2 political expenditures, 2 UAW, 1 business corporations"
"89","1956-11-02_167062796_1_page0.txt","economy;labor classification","2 reforms, 2 reciprocal trade, 1 tariffs, 1 Reconstruction Finance Corp, 2 credit, 2 money, 2 spending, 2 investment, 2 federal money, 2 power projects, 2 farmers, 1 business, 1 national policy"
"90","1956-11-06_167070736_1_page0.txt","other","No categories met the 2-mention threshold."
"91","1956-11-09_167008316_1_page0.txt","economy","2 rising standard of living, 1 populations"
"92","1956-11-10_166980142_1_page0.txt","labor classification","2 labor, 2 Committee on Political Education (COPE), 1 union"
"93","1956-11-13_167052081_1_page0.txt","labor classification","2 union memberships, 1 labor groups"
"94","1956-11-17_167080687_1_page0.txt","other","No categories met the 2-mention threshold."
"95","1956-11-20_167074206_1_page0.txt","business;economy;labor classification","2 industrial state, 2 new businesses, 2 economic differences, 2 unionism, 2 labor, 2 Committee on Political Education"
"96","1956-11-22_167062881_1_page0.txt","labor classification","3 CIO, 2 UAW, 2 union"
"97","1956-11-23_167025776_1_page0.txt","other","No categories met the 2-mention threshold."
"98","1956-11-27_167054824_1_page0.txt","business;labor classification","3 power policies, 2 private capital, 2 power companies, 2 unions, 1 private investors, 1 taxpayers"
"99","1956-11-29_167015571_1_page0.txt","economy;labor classification","4 spending, 3 taxpayers, 2 tax cuts, 2 budget estimates, 2 labor, 2 farmers, 2 money"
"100","1956-11-30_167046802_1_page0.txt","business","5 business, 2 economy, 2 private enterprise, 1 private business, 1 industry"
"101","1956-12-07_167005914_1_page0.txt","business;labor classification","3 labor organization, 4 UAW, 3 corporation, 2 political expenditures, 2 unions"
"102","1956-12-12_167107864_1_page0.txt","other","No categories met the 2-mention threshold."
"103","1956-12-14_166991089_1_page0.txt","other","No categories met the 2-mention threshold."
"104","1956-12-18_167049731_1_page0.txt","economy;labor classification","3 low-income families, 2 AFL-CIO, 2 income, 1 money income, 1 economic review, 1 property"
"105","1956-12-20_167045451_1_page0.txt","other","No categories met the 2-mention threshold."
"106","1956-12-22_167097904_1_page0.txt","other","No categories met the 2-mention threshold."
"107","1956-12-26_167013872_1_page0.txt","labor classification","3 workers, 1 workers organizations, 1 organized, 1 population"
"108","1956-12-27_166981449_1_page0.txt","other","No categories met the 2-mention threshold."
